Width (nm), Thickness (nm), Resistance (Ohms)
100.909091, 51.818182, 1.0682e+05
100.909091, 52.727273, 1.0497e+05
100.909091, 53.636364, 1.0320e+05
100.909091, 54.545455, 1.0148e+05
100.909091, 55.454545, 9.9812e+04
100.909091, 56.363636, 9.8202e+04
100.909091, 57.272727, 9.6644e+04
100.909091, 58.181818, 9.5134e+04
100.909091, 59.090909, 9.3670e+04
100.909091, 60.000000, 9.2251e+04
100.909091, 60.909091, 9.0874e+04
100.909091, 61.818182, 8.9537e+04
100.909091, 62.727273, 8.8240e+04
100.909091, 63.636364, 8.6979e+04
100.909091, 64.545455, 8.5754e+04
100.909091, 65.454545, 8.4563e+04
100.909091, 66.363636, 8.3405e+04
100.909091, 67.272727, 8.2278e+04
100.909091, 68.181818, 8.1181e+04
100.909091, 69.090909, 8.0112e+04
100.909091, 70.000000, 7.9072e+04
100.909091, 70.909091, 7.8058e+04
100.909091, 71.818182, 7.7070e+04
100.909091, 72.727273, 7.6107e+04
100.909091, 73.636364, 7.5167e+04
100.909091, 74.545455, 7.4251e+04
100.909091, 75.454545, 7.3356e+04
100.909091, 76.363636, 7.2483e+04
100.909091, 77.272727, 7.1630e+04
100.909091, 78.181818, 7.0797e+04
100.909091, 79.090909, 6.9983e+04
100.909091, 80.000000, 6.9188e+04
100.909091, 80.909091, 6.8411e+04
100.909091, 81.818182, 6.7651e+04
100.909091, 82.727273, 6.6907e+04
100.909091, 83.636364, 6.6180e+04
100.909091, 84.545455, 6.5468e+04
100.909091, 85.454545, 6.4772e+04
100.909091, 86.363636, 6.4090e+04
100.909091, 87.272727, 6.3422e+04
100.909091, 88.181818, 6.2769e+04
100.909091, 89.090909, 6.2128e+04
100.909091, 90.000000, 6.1500e+04
100.909091, 90.909091, 6.0885e+04
100.909091, 91.818182, 6.0283e+04
100.909091, 92.727273, 5.9692e+04
100.909091, 93.636364, 5.9112e+04
100.909091, 94.545455, 5.8544e+04
100.909091, 95.454545, 5.7986e+04
100.909091, 96.363636, 5.7439e+04
100.909091, 97.272727, 5.6902e+04
100.909091, 98.181818, 5.6375e+04
100.909091, 99.090909, 5.5858e+04
100.909091, 100.000000, 5.5350e+04
101.818182, 10.000000, 5.4856e+05
101.818182, 10.909091, 5.0285e+05
101.818182, 11.818182, 4.6417e+05
101.818182, 12.727273, 4.3101e+05
101.818182, 13.636364, 4.0228e+05
101.818182, 14.545455, 3.7714e+05
101.818182, 15.454545, 3.5495e+05
101.818182, 16.363636, 3.3523e+05
101.818182, 17.272727, 3.1759e+05
101.818182, 18.181818, 3.0171e+05
101.818182, 19.090909, 2.8734e+05
101.818182, 20.000000, 2.7428e+05
101.818182, 20.909091, 2.6236e+05
101.818182, 21.818182, 2.5142e+05
101.818182, 22.727273, 2.4137e+05
101.818182, 23.636364, 2.3208e+05
101.818182, 24.545455, 2.2349e+05
101.818182, 25.454545, 2.1551e+05
101.818182, 26.363636, 2.0808e+05
101.818182, 27.272727, 2.0114e+05
101.818182, 28.181818, 1.9465e+05
101.818182, 29.090909, 1.8857e+05
101.818182, 30.000000, 1.8285e+05
101.818182, 30.909091, 1.7748e+05
101.818182, 31.818182, 1.7241e+05
101.818182, 32.727273, 1.6762e+05
101.818182, 33.636364, 1.6309e+05
101.818182, 34.545455, 1.5879e+05
101.818182, 35.454545, 1.5472e+05
101.818182, 36.363636, 1.5085e+05
101.818182, 37.272727, 1.4718e+05
101.818182, 38.181818, 1.4367e+05
101.818182, 39.090909, 1.4033e+05
101.818182, 40.000000, 1.3714e+05
101.818182, 40.909091, 1.3409e+05
101.818182, 41.818182, 1.3118e+05
101.818182, 42.727273, 1.2839e+05
101.818182, 43.636364, 1.2571e+05
101.818182, 44.545455, 1.2315e+05
101.818182, 45.454545, 1.2068e+05
101.818182, 46.363636, 1.1832e+05
101.818182, 47.272727, 1.1604e+05
101.818182, 48.181818, 1.1385e+05
101.818182, 49.090909, 1.1174e+05
101.818182, 50.000000, 1.0971e+05
101.818182, 50.909091, 1.0775e+05
101.818182, 51.818182, 1.0586e+05
101.818182, 52.727273, 1.0404e+05
101.818182, 53.636364, 1.0227e+05
101.818182, 54.545455, 1.0057e+05
101.818182, 55.454545, 9.8921e+04
101.818182, 56.363636, 9.7326e+04
101.818182, 57.272727, 9.5781e+04
101.818182, 58.181818, 9.4284e+04
101.818182, 59.090909, 9.2834e+04
101.818182, 60.000000, 9.1427e+04
101.818182, 60.909091, 9.0062e+04
101.818182, 61.818182, 8.8738e+04
101.818182, 62.727273, 8.7452e+04
101.818182, 63.636364, 8.6203e+04
101.818182, 64.545455, 8.4989e+04
101.818182, 65.454545, 8.3808e+04
101.818182, 66.363636, 8.2660e+04
101.818182, 67.272727, 8.1543e+04
101.818182, 68.181818, 8.0456e+04
101.818182, 69.090909, 7.9397e+04
101.818182, 70.000000, 7.8366e+04
101.818182, 70.909091, 7.7361e+04
101.818182, 71.818182, 7.6382e+04
101.818182, 72.727273, 7.5427e+04
101.818182, 73.636364, 7.4496e+04
101.818182, 74.545455, 7.3588e+04
101.818182, 75.454545, 7.2701e+04
101.818182, 76.363636, 7.1836e+04
101.818182, 77.272727, 7.0990e+04
101.818182, 78.181818, 7.0165e+04
101.818182, 79.090909, 6.9358e+04
101.818182, 80.000000, 6.8570e+04
101.818182, 80.909091, 6.7800e+04
101.818182, 81.818182, 6.7046e+04
101.818182, 82.727273, 6.6310e+04
101.818182, 83.636364, 6.5589e+04
101.818182, 84.545455, 6.4884e+04
101.818182, 85.454545, 6.4193e+04
101.818182, 86.363636, 6.3518e+04
101.818182, 87.272727, 6.2856e+04
101.818182, 88.181818, 6.2208e+04
101.818182, 89.090909, 6.1573e+04
101.818182, 90.000000, 6.0951e+04
101.818182, 90.909091, 6.0342e+04
101.818182, 91.818182, 5.9744e+04
101.818182, 92.727273, 5.9159e+04
101.818182, 93.636364, 5.8584e+04
101.818182, 94.545455, 5.8021e+04
101.818182, 95.454545, 5.7468e+04
101.818182, 96.363636, 5.6926e+04
101.818182, 97.272727, 5.6394e+04
101.818182, 98.181818, 5.5872e+04
101.818182, 99.090909, 5.5359e+04
101.818182, 100.000000, 5.4856e+04
102.727273, 10.000000, 5.4371e+05
102.727273, 10.909091, 4.9840e+05
102.727273, 11.818182, 4.6006e+05
102.727273, 12.727273, 4.2720e+05
102.727273, 13.636364, 3.9872e+05
102.727273, 14.545455, 3.7380e+05
102.727273, 15.454545, 3.5181e+05
102.727273, 16.363636, 3.3227e+05
102.727273, 17.272727, 3.1478e+05
102.727273, 18.181818, 2.9904e+05
102.727273, 19.090909, 2.8480e+05
102.727273, 20.000000, 2.7185e+05
102.727273, 20.909091, 2.6003e+05
102.727273, 21.818182, 2.4920e+05
102.727273, 22.727273, 2.3923e+05
102.727273, 23.636364, 2.3003e+05
102.727273, 24.545455, 2.2151e+05
102.727273, 25.454545, 2.1360e+05
102.727273, 26.363636, 2.0623e+05
102.727273, 27.272727, 1.9936e+05
102.727273, 28.181818, 1.9293e+05
102.727273, 29.090909, 1.8690e+05
102.727273, 30.000000, 1.8124e+05
102.727273, 30.909091, 1.7591e+05
102.727273, 31.818182, 1.7088e+05
102.727273, 32.727273, 1.6613e+05
102.727273, 33.636364, 1.6164e+05
102.727273, 34.545455, 1.5739e+05
102.727273, 35.454545, 1.5335e+05
102.727273, 36.363636, 1.4952e+05
102.727273, 37.272727, 1.4587e+05
102.727273, 38.181818, 1.4240e+05
102.727273, 39.090909, 1.3909e+05
102.727273, 40.000000, 1.3593e+05
102.727273, 40.909091, 1.3291e+05
102.727273, 41.818182, 1.3002e+05
102.727273, 42.727273, 1.2725e+05
102.727273, 43.636364, 1.2460e+05
102.727273, 44.545455, 1.2206e+05
102.727273, 45.454545, 1.1962e+05
102.727273, 46.363636, 1.1727e+05
102.727273, 47.272727, 1.1502e+05
102.727273, 48.181818, 1.1284e+05
102.727273, 49.090909, 1.1076e+05
102.727273, 50.000000, 1.0874e+05
102.727273, 50.909091, 1.0680e+05
102.727273, 51.818182, 1.0493e+05
102.727273, 52.727273, 1.0312e+05
102.727273, 53.636364, 1.0137e+05
102.727273, 54.545455, 9.9680e+04
102.727273, 55.454545, 9.8046e+04
102.727273, 56.363636, 9.6464e+04
102.727273, 57.272727, 9.4933e+04
102.727273, 58.181818, 9.3450e+04
102.727273, 59.090909, 9.2012e+04
102.727273, 60.000000, 9.0618e+04
102.727273, 60.909091, 8.9265e+04
102.727273, 61.818182, 8.7953e+04
102.727273, 62.727273, 8.6678e+04
102.727273, 63.636364, 8.5440e+04
102.727273, 64.545455, 8.4236e+04
102.727273, 65.454545, 8.3066e+04
102.727273, 66.363636, 8.1929e+04
102.727273, 67.272727, 8.0821e+04
102.727273, 68.181818, 7.9744e+04
102.727273, 69.090909, 7.8695e+04
102.727273, 70.000000, 7.7673e+04
102.727273, 70.909091, 7.6677e+04
102.727273, 71.818182, 7.5706e+04
102.727273, 72.727273, 7.4760e+04
102.727273, 73.636364, 7.3837e+04
102.727273, 74.545455, 7.2936e+04
102.727273, 75.454545, 7.2058e+04
102.727273, 76.363636, 7.1200e+04
102.727273, 77.272727, 7.0362e+04
102.727273, 78.181818, 6.9544e+04
102.727273, 79.090909, 6.8745e+04
102.727273, 80.000000, 6.7963e+04
102.727273, 80.909091, 6.7200e+04
102.727273, 81.818182, 6.6453e+04
102.727273, 82.727273, 6.5723e+04
102.727273, 83.636364, 6.5009e+04
102.727273, 84.545455, 6.4310e+04
102.727273, 85.454545, 6.3625e+04
102.727273, 86.363636, 6.2956e+04
102.727273, 87.272727, 6.2300e+04
102.727273, 88.181818, 6.1658e+04
102.727273, 89.090909, 6.1028e+04
102.727273, 90.000000, 6.0412e+04
102.727273, 90.909091, 5.9808e+04
102.727273, 91.818182, 5.9216e+04
102.727273, 92.727273, 5.8635e+04
102.727273, 93.636364, 5.8066e+04
102.727273, 94.545455, 5.7508e+04
102.727273, 95.454545, 5.6960e+04
102.727273, 96.363636, 5.6422e+04
102.727273, 97.272727, 5.5895e+04
102.727273, 98.181818, 5.5378e+04
102.727273, 99.090909, 5.4870e+04
102.727273, 100.000000, 5.4371e+04
103.636364, 10.000000, 5.3894e+05
103.636364, 10.909091, 4.9403e+05
103.636364, 11.818182, 4.5602e+05
103.636364, 12.727273, 4.2345e+05
103.636364, 13.636364, 3.9522e+05
103.636364, 14.545455, 3.7052e+05
103.636364, 15.454545, 3.4872e+05
103.636364, 16.363636, 3.2935e+05
103.636364, 17.272727, 3.1202e+05
103.636364, 18.181818, 2.9642e+05
103.636364, 19.090909, 2.8230e+05
103.636364, 20.000000, 2.6947e+05
103.636364, 20.909091, 2.5775e+05
103.636364, 21.818182, 2.4701e+05
103.636364, 22.727273, 2.3713e+05
103.636364, 23.636364, 2.2801e+05
103.636364, 24.545455, 2.1957e+05
103.636364, 25.454545, 2.1173e+05
103.636364, 26.363636, 2.0442e+05
103.636364, 27.272727, 1.9761e+05
103.636364, 28.181818, 1.9124e+05
103.636364, 29.090909, 1.8526e+05
103.636364, 30.000000, 1.7965e+05
103.636364, 30.909091, 1.7436e+05
103.636364, 31.818182, 1.6938e+05
103.636364, 32.727273, 1.6468e+05
103.636364, 33.636364, 1.6022e+05
103.636364, 34.545455, 1.5601e+05
103.636364, 35.454545, 1.5201e+05
103.636364, 36.363636, 1.4821e+05
103.636364, 37.272727, 1.4459e+05
103.636364, 38.181818, 1.4115e+05
103.636364, 39.090909, 1.3787e+05
103.636364, 40.000000, 1.3473e+05
103.636364, 40.909091, 1.3174e+05
103.636364, 41.818182, 1.2888e+05
103.636364, 42.727273, 1.2613e+05
103.636364, 43.636364, 1.2351e+05
103.636364, 44.545455, 1.2099e+05
103.636364, 45.454545, 1.1857e+05
103.636364, 46.363636, 1.1624e+05
103.636364, 47.272727, 1.1401e+05
103.636364, 48.181818, 1.1186e+05
103.636364, 49.090909, 1.0978e+05
103.636364, 50.000000, 1.0779e+05
103.636364, 50.909091, 1.0586e+05
103.636364, 51.818182, 1.0401e+05
103.636364, 52.727273, 1.0221e+05
103.636364, 53.636364, 1.0048e+05
103.636364, 54.545455, 9.8805e+04
103.636364, 55.454545, 9.7186e+04
103.636364, 56.363636, 9.5618e+04
103.636364, 57.272727, 9.4100e+04
103.636364, 58.181818, 9.2630e+04
103.636364, 59.090909, 9.1205e+04
103.636364, 60.000000, 8.9823e+04
103.636364, 60.909091, 8.8482e+04
103.636364, 61.818182, 8.7181e+04
103.636364, 62.727273, 8.5918e+04
103.636364, 63.636364, 8.4690e+04
103.636364, 64.545455, 8.3497e+04
103.636364, 65.454545, 8.2338e+04
103.636364, 66.363636, 8.1210e+04
103.636364, 67.272727, 8.0112e+04
103.636364, 68.181818, 7.9044e+04
103.636364, 69.090909, 7.8004e+04
103.636364, 70.000000, 7.6991e+04
103.636364, 70.909091, 7.6004e+04
103.636364, 71.818182, 7.5042e+04
103.636364, 72.727273, 7.4104e+04
103.636364, 73.636364, 7.3189e+04
103.636364, 74.545455, 7.2297e+04
103.636364, 75.454545, 7.1426e+04
103.636364, 76.363636, 7.0575e+04
103.636364, 77.272727, 6.9745e+04
103.636364, 78.181818, 6.8934e+04
103.636364, 79.090909, 6.8142e+04
103.636364, 80.000000, 6.7367e+04
103.636364, 80.909091, 6.6610e+04
103.636364, 81.818182, 6.5870e+04
103.636364, 82.727273, 6.5146e+04
103.636364, 83.636364, 6.4438e+04
103.636364, 84.545455, 6.3745e+04
103.636364, 85.454545, 6.3067e+04
103.636364, 86.363636, 6.2403e+04
103.636364, 87.272727, 6.1753e+04
103.636364, 88.181818, 6.1117e+04
103.636364, 89.090909, 6.0493e+04
103.636364, 90.000000, 5.9882e+04
103.636364, 90.909091, 5.9283e+04
103.636364, 91.818182, 5.8696e+04
103.636364, 92.727273, 5.8121e+04
103.636364, 93.636364, 5.7557e+04
103.636364, 94.545455, 5.7003e+04
103.636364, 95.454545, 5.6460e+04
103.636364, 96.363636, 5.5928e+04
103.636364, 97.272727, 5.5405e+04
103.636364, 98.181818, 5.4892e+04
103.636364, 99.090909, 5.4388e+04
103.636364, 100.000000, 5.3894e+04
104.545455, 10.000000, 5.3425e+05
104.545455, 10.909091, 4.8973e+05
104.545455, 11.818182, 4.5206e+05
104.545455, 12.727273, 4.1977e+05
104.545455, 13.636364, 3.9178e+05
104.545455, 14.545455, 3.6730e+05
104.545455, 15.454545, 3.4569e+05
104.545455, 16.363636, 3.2649e+05
104.545455, 17.272727, 3.0930e+05
104.545455, 18.181818, 2.9384e+05
104.545455, 19.090909, 2.7985e+05
104.545455, 20.000000, 2.6713e+05
104.545455, 20.909091, 2.5551e+05
104.545455, 21.818182, 2.4487e+05
104.545455, 22.727273, 2.3507e+05
104.545455, 23.636364, 2.2603e+05
104.545455, 24.545455, 2.1766e+05
104.545455, 25.454545, 2.0988e+05
104.545455, 26.363636, 2.0265e+05
104.545455, 27.272727, 1.9589e+05
104.545455, 28.181818, 1.8957e+05
104.545455, 29.090909, 1.8365e+05
104.545455, 30.000000, 1.7808e+05
104.545455, 30.909091, 1.7285e+05
104.545455, 31.818182, 1.6791e+05
104.545455, 32.727273, 1.6324e+05
104.545455, 33.636364, 1.5883e+05
104.545455, 34.545455, 1.5465e+05
104.545455, 35.454545, 1.5069e+05
104.545455, 36.363636, 1.4692e+05
104.545455, 37.272727, 1.4334e+05
104.545455, 38.181818, 1.3992e+05
104.545455, 39.090909, 1.3667e+05
104.545455, 40.000000, 1.3356e+05
104.545455, 40.909091, 1.3059e+05
104.545455, 41.818182, 1.2776e+05
104.545455, 42.727273, 1.2504e+05
104.545455, 43.636364, 1.2243e+05
104.545455, 44.545455, 1.1993e+05
104.545455, 45.454545, 1.1754e+05
104.545455, 46.363636, 1.1523e+05
104.545455, 47.272727, 1.1301e+05
104.545455, 48.181818, 1.1088e+05
104.545455, 49.090909, 1.0883e+05
104.545455, 50.000000, 1.0685e+05
104.545455, 50.909091, 1.0494e+05
104.545455, 51.818182, 1.0310e+05
104.545455, 52.727273, 1.0132e+05
104.545455, 53.636364, 9.9606e+04
104.545455, 54.545455, 9.7946e+04
104.545455, 55.454545, 9.6340e+04
104.545455, 56.363636, 9.4787e+04
104.545455, 57.272727, 9.3282e+04
104.545455, 58.181818, 9.1825e+04
104.545455, 59.090909, 9.0412e+04
104.545455, 60.000000, 8.9042e+04
104.545455, 60.909091, 8.7713e+04
104.545455, 61.818182, 8.6423e+04
104.545455, 62.727273, 8.5171e+04
104.545455, 63.636364, 8.3954e+04
104.545455, 64.545455, 8.2771e+04
104.545455, 65.454545, 8.1622e+04
104.545455, 66.363636, 8.0504e+04
104.545455, 67.272727, 7.9416e+04
104.545455, 68.181818, 7.8357e+04
104.545455, 69.090909, 7.7326e+04
104.545455, 70.000000, 7.6322e+04
104.545455, 70.909091, 7.5343e+04
104.545455, 71.818182, 7.4389e+04
104.545455, 72.727273, 7.3460e+04
104.545455, 73.636364, 7.2553e+04
104.545455, 74.545455, 7.1668e+04
104.545455, 75.454545, 7.0804e+04
104.545455, 76.363636, 6.9962e+04
104.545455, 77.272727, 6.9138e+04
104.545455, 78.181818, 6.8335e+04
104.545455, 79.090909, 6.7549e+04
104.545455, 80.000000, 6.6781e+04
104.545455, 80.909091, 6.6031e+04
104.545455, 81.818182, 6.5297e+04
104.545455, 82.727273, 6.4580e+04
104.545455, 83.636364, 6.3878e+04
104.545455, 84.545455, 6.3191e+04
104.545455, 85.454545, 6.2519e+04
104.545455, 86.363636, 6.1861e+04
104.545455, 87.272727, 6.1216e+04
104.545455, 88.181818, 6.0585e+04
104.545455, 89.090909, 5.9967e+04
104.545455, 90.000000, 5.9361e+04
104.545455, 90.909091, 5.8768e+04
104.545455, 91.818182, 5.8186e+04
104.545455, 92.727273, 5.7615e+04
104.545455, 93.636364, 5.7056e+04
104.545455, 94.545455, 5.6507e+04
104.545455, 95.454545, 5.5969e+04
104.545455, 96.363636, 5.5441e+04
104.545455, 97.272727, 5.4923e+04
104.545455, 98.181818, 5.4415e+04
104.545455, 99.090909, 5.3915e+04
104.545455, 100.000000, 5.3425e+04
105.454545, 10.000000, 5.2965e+05
105.454545, 10.909091, 4.8551e+05
105.454545, 11.818182, 4.4816e+05
105.454545, 12.727273, 4.1615e+05
105.454545, 13.636364, 3.8841e+05
105.454545, 14.545455, 3.6413e+05
105.454545, 15.454545, 3.4271e+05
105.454545, 16.363636, 3.2367e+05
105.454545, 17.272727, 3.0664e+05
105.454545, 18.181818, 2.9131e+05
105.454545, 19.090909, 2.7743e+05
105.454545, 20.000000, 2.6482e+05
105.454545, 20.909091, 2.5331e+05
105.454545, 21.818182, 2.4275e+05
105.454545, 22.727273, 2.3304e+05
105.454545, 23.636364, 2.2408e+05
105.454545, 24.545455, 2.1578e+05
105.454545, 25.454545, 2.0808e+05
105.454545, 26.363636, 2.0090e+05
105.454545, 27.272727, 1.9420e+05
105.454545, 28.181818, 1.8794e+05
105.454545, 29.090909, 1.8207e+05
105.454545, 30.000000, 1.7655e+05
105.454545, 30.909091, 1.7136e+05
105.454545, 31.818182, 1.6646e+05
105.454545, 32.727273, 1.6184e+05
105.454545, 33.636364, 1.5746e+05
105.454545, 34.545455, 1.5332e+05
105.454545, 35.454545, 1.4939e+05
105.454545, 36.363636, 1.4565e+05
105.454545, 37.272727, 1.4210e+05
105.454545, 38.181818, 1.3872e+05
105.454545, 39.090909, 1.3549e+05
105.454545, 40.000000, 1.3241e+05
105.454545, 40.909091, 1.2947e+05
105.454545, 41.818182, 1.2665e+05
105.454545, 42.727273, 1.2396e+05
105.454545, 43.636364, 1.2138e+05
105.454545, 44.545455, 1.1890e+05
105.454545, 45.454545, 1.1652e+05
105.454545, 46.363636, 1.1424e+05
105.454545, 47.272727, 1.1204e+05
105.454545, 48.181818, 1.0993e+05
105.454545, 49.090909, 1.0789e+05
105.454545, 50.000000, 1.0593e+05
105.454545, 50.909091, 1.0404e+05
105.454545, 51.818182, 1.0221e+05
105.454545, 52.727273, 1.0045e+05
105.454545, 53.636364, 9.8748e+04
105.454545, 54.545455, 9.7102e+04
105.454545, 55.454545, 9.5510e+04
105.454545, 56.363636, 9.3969e+04
105.454545, 57.272727, 9.2478e+04
105.454545, 58.181818, 9.1033e+04
105.454545, 59.090909, 8.9632e+04
105.454545, 60.000000, 8.8274e+04
105.454545, 60.909091, 8.6957e+04
105.454545, 61.818182, 8.5678e+04
105.454545, 62.727273, 8.4436e+04
105.454545, 63.636364, 8.3230e+04
105.454545, 64.545455, 8.2058e+04
105.454545, 65.454545, 8.0918e+04
105.454545, 66.363636, 7.9810e+04
105.454545, 67.272727, 7.8731e+04
105.454545, 68.181818, 7.7681e+04
105.454545, 69.090909, 7.6659e+04
105.454545, 70.000000, 7.5664e+04
105.454545, 70.909091, 7.4694e+04
105.454545, 71.818182, 7.3748e+04
105.454545, 72.727273, 7.2826e+04
105.454545, 73.636364, 7.1927e+04
105.454545, 74.545455, 7.1050e+04
105.454545, 75.454545, 7.0194e+04
105.454545, 76.363636, 6.9358e+04
105.454545, 77.272727, 6.8542e+04
105.454545, 78.181818, 6.7745e+04
105.454545, 79.090909, 6.6967e+04
105.454545, 80.000000, 6.6206e+04
105.454545, 80.909091, 6.5462e+04
105.454545, 81.818182, 6.4735e+04
105.454545, 82.727273, 6.4023e+04
105.454545, 83.636364, 6.3327e+04
105.454545, 84.545455, 6.2646e+04
105.454545, 85.454545, 6.1980e+04
105.454545, 86.363636, 6.1327e+04
105.454545, 87.272727, 6.0689e+04
105.454545, 88.181818, 6.0063e+04
105.454545, 89.090909, 5.9450e+04
105.454545, 90.000000, 5.8850e+04
105.454545, 90.909091, 5.8261e+04
105.454545, 91.818182, 5.7684e+04
105.454545, 92.727273, 5.7119e+04
105.454545, 93.636364, 5.6564e+04
105.454545, 94.545455, 5.6020e+04
105.454545, 95.454545, 5.5487e+04
105.454545, 96.363636, 5.4963e+04
105.454545, 97.272727, 5.4450e+04
105.454545, 98.181818, 5.3945e+04
105.454545, 99.090909, 5.3451e+04
105.454545, 100.000000, 5.2965e+04
106.363636, 10.000000, 5.2512e+05
106.363636, 10.909091, 4.8136e+05
106.363636, 11.818182, 4.4433e+05
106.363636, 12.727273, 4.1259e+05
106.363636, 13.636364, 3.8509e+05
106.363636, 14.545455, 3.6102e+05
106.363636, 15.454545, 3.3978e+05
106.363636, 16.363636, 3.2091e+05
106.363636, 17.272727, 3.0402e+05
106.363636, 18.181818, 2.8882e+05
106.363636, 19.090909, 2.7506e+05
106.363636, 20.000000, 2.6256e+05
106.363636, 20.909091, 2.5114e+05
106.363636, 21.818182, 2.4068e+05
106.363636, 22.727273, 2.3105e+05
106.363636, 23.636364, 2.2217e+05
106.363636, 24.545455, 2.1394e+05
106.363636, 25.454545, 2.0630e+05
106.363636, 26.363636, 1.9918e+05
106.363636, 27.272727, 1.9254e+05
106.363636, 28.181818, 1.8633e+05
106.363636, 29.090909, 1.8051e+05
106.363636, 30.000000, 1.7504e+05
106.363636, 30.909091, 1.6989e+05
106.363636, 31.818182, 1.6504e+05
106.363636, 32.727273, 1.6045e+05
106.363636, 33.636364, 1.5612e+05
106.363636, 34.545455, 1.5201e+05
106.363636, 35.454545, 1.4811e+05
106.363636, 36.363636, 1.4441e+05
106.363636, 37.272727, 1.4089e+05
106.363636, 38.181818, 1.3753e+05
106.363636, 39.090909, 1.3433e+05
106.363636, 40.000000, 1.3128e+05
106.363636, 40.909091, 1.2836e+05
106.363636, 41.818182, 1.2557e+05
106.363636, 42.727273, 1.2290e+05
106.363636, 43.636364, 1.2034e+05
106.363636, 44.545455, 1.1788e+05
106.363636, 45.454545, 1.1553e+05
106.363636, 46.363636, 1.1326e+05
106.363636, 47.272727, 1.1108e+05
106.363636, 48.181818, 1.0899e+05
106.363636, 49.090909, 1.0697e+05
106.363636, 50.000000, 1.0502e+05
106.363636, 50.909091, 1.0315e+05
106.363636, 51.818182, 1.0134e+05
106.363636, 52.727273, 9.9592e+04
106.363636, 53.636364, 9.7904e+04
106.363636, 54.545455, 9.6272e+04
106.363636, 55.454545, 9.4694e+04
106.363636, 56.363636, 9.3166e+04
106.363636, 57.272727, 9.1687e+04
106.363636, 58.181818, 9.0255e+04
106.363636, 59.090909, 8.8866e+04
106.363636, 60.000000, 8.7520e+04
106.363636, 60.909091, 8.6214e+04
106.363636, 61.818182, 8.4946e+04
106.363636, 62.727273, 8.3715e+04
106.363636, 63.636364, 8.2519e+04
106.363636, 64.545455, 8.1357e+04
106.363636, 65.454545, 8.0227e+04
106.363636, 66.363636, 7.9128e+04
106.363636, 67.272727, 7.8058e+04
106.363636, 68.181818, 7.7017e+04
106.363636, 69.090909, 7.6004e+04
106.363636, 70.000000, 7.5017e+04
106.363636, 70.909091, 7.4055e+04
106.363636, 71.818182, 7.3118e+04
106.363636, 72.727273, 7.2204e+04
106.363636, 73.636364, 7.1312e+04
106.363636, 74.545455, 7.0443e+04
106.363636, 75.454545, 6.9594e+04
106.363636, 76.363636, 6.8766e+04
106.363636, 77.272727, 6.7957e+04
106.363636, 78.181818, 6.7166e+04
106.363636, 79.090909, 6.6394e+04
106.363636, 80.000000, 6.5640e+04
106.363636, 80.909091, 6.4902e+04
106.363636, 81.818182, 6.4181e+04
106.363636, 82.727273, 6.3476e+04
106.363636, 83.636364, 6.2786e+04
106.363636, 84.545455, 6.2111e+04
106.363636, 85.454545, 6.1450e+04
106.363636, 86.363636, 6.0803e+04
106.363636, 87.272727, 6.0170e+04
106.363636, 88.181818, 5.9550e+04
106.363636, 89.090909, 5.8942e+04
106.363636, 90.000000, 5.8347e+04
106.363636, 90.909091, 5.7763e+04
106.363636, 91.818182, 5.7191e+04
106.363636, 92.727273, 5.6631e+04
106.363636, 93.636364, 5.6081e+04
106.363636, 94.545455, 5.5541e+04
106.363636, 95.454545, 5.5012e+04
106.363636, 96.363636, 5.4494e+04
106.363636, 97.272727, 5.3984e+04
106.363636, 98.181818, 5.3484e+04
106.363636, 99.090909, 5.2994e+04
106.363636, 100.000000, 5.2512e+04
107.272727, 10.000000, 5.2067e+05
107.272727, 10.909091, 4.7728e+05
107.272727, 11.818182, 4.4057e+05
107.272727, 12.727273, 4.0910e+05
107.272727, 13.636364, 3.8182e+05
107.272727, 14.545455, 3.5796e+05
107.272727, 15.454545, 3.3690e+05
107.272727, 16.363636, 3.1819e+05
107.272727, 17.272727, 3.0144e+05
107.272727, 18.181818, 2.8637e+05
107.272727, 19.090909, 2.7273e+05
107.272727, 20.000000, 2.6033e+05
107.272727, 20.909091, 2.4902e+05
107.272727, 21.818182, 2.3864e+05
107.272727, 22.727273, 2.2909e+05
107.272727, 23.636364, 2.2028e+05
107.272727, 24.545455, 2.1212e+05
107.272727, 25.454545, 2.0455e+05
107.272727, 26.363636, 1.9750e+05
107.272727, 27.272727, 1.9091e+05
107.272727, 28.181818, 1.8475e+05
107.272727, 29.090909, 1.7898e+05
107.272727, 30.000000, 1.7356e+05
107.272727, 30.909091, 1.6845e+05
107.272727, 31.818182, 1.6364e+05
107.272727, 32.727273, 1.5909e+05
107.272727, 33.636364, 1.5479e+05
107.272727, 34.545455, 1.5072e+05
107.272727, 35.454545, 1.4686e+05
107.272727, 36.363636, 1.4318e+05
107.272727, 37.272727, 1.3969e+05
107.272727, 38.181818, 1.3637e+05
107.272727, 39.090909, 1.3319e+05
107.272727, 40.000000, 1.3017e+05
107.272727, 40.909091, 1.2727e+05
107.272727, 41.818182, 1.2451e+05
107.272727, 42.727273, 1.2186e+05
107.272727, 43.636364, 1.1932e+05
107.272727, 44.545455, 1.1688e+05
107.272727, 45.454545, 1.1455e+05
107.272727, 46.363636, 1.1230e+05
107.272727, 47.272727, 1.1014e+05
107.272727, 48.181818, 1.0806e+05
107.272727, 49.090909, 1.0606e+05
