Width (nm), Thickness (nm), Resistance (Ohms)
77.272727, 90.000000, 8.0312e+04
77.272727, 90.909091, 7.9509e+04
77.272727, 91.818182, 7.8722e+04
77.272727, 92.727273, 7.7950e+04
77.272727, 93.636364, 7.7193e+04
77.272727, 94.545455, 7.6451e+04
77.272727, 95.454545, 7.5723e+04
77.272727, 96.363636, 7.5009e+04
77.272727, 97.272727, 7.4308e+04
77.272727, 98.181818, 7.3620e+04
77.272727, 99.090909, 7.2944e+04
77.272727, 100.000000, 7.2281e+04
78.181818, 10.000000, 7.1441e+05
78.181818, 10.909091, 6.5487e+05
78.181818, 11.818182, 6.0450e+05
78.181818, 12.727273, 5.6132e+05
78.181818, 13.636364, 5.2390e+05
78.181818, 14.545455, 4.9115e+05
78.181818, 15.454545, 4.6226e+05
78.181818, 16.363636, 4.3658e+05
78.181818, 17.272727, 4.1360e+05
78.181818, 18.181818, 3.9292e+05
78.181818, 19.090909, 3.7421e+05
78.181818, 20.000000, 3.5720e+05
78.181818, 20.909091, 3.4167e+05
78.181818, 21.818182, 3.2744e+05
78.181818, 22.727273, 3.1434e+05
78.181818, 23.636364, 3.0225e+05
78.181818, 24.545455, 2.9105e+05
78.181818, 25.454545, 2.8066e+05
78.181818, 26.363636, 2.7098e+05
78.181818, 27.272727, 2.6195e+05
78.181818, 28.181818, 2.5350e+05
78.181818, 29.090909, 2.4558e+05
78.181818, 30.000000, 2.3814e+05
78.181818, 30.909091, 2.3113e+05
78.181818, 31.818182, 2.2453e+05
78.181818, 32.727273, 2.1829e+05
78.181818, 33.636364, 2.1239e+05
78.181818, 34.545455, 2.0680e+05
78.181818, 35.454545, 2.0150e+05
78.181818, 36.363636, 1.9646e+05
78.181818, 37.272727, 1.9167e+05
78.181818, 38.181818, 1.8711e+05
78.181818, 39.090909, 1.8276e+05
78.181818, 40.000000, 1.7860e+05
78.181818, 40.909091, 1.7463e+05
78.181818, 41.818182, 1.7084e+05
78.181818, 42.727273, 1.6720e+05
78.181818, 43.636364, 1.6372e+05
78.181818, 44.545455, 1.6038e+05
78.181818, 45.454545, 1.5717e+05
78.181818, 46.363636, 1.5409e+05
78.181818, 47.272727, 1.5112e+05
78.181818, 48.181818, 1.4827e+05
78.181818, 49.090909, 1.4553e+05
78.181818, 50.000000, 1.4288e+05
78.181818, 50.909091, 1.4033e+05
78.181818, 51.818182, 1.3787e+05
78.181818, 52.727273, 1.3549e+05
78.181818, 53.636364, 1.3319e+05
78.181818, 54.545455, 1.3097e+05
78.181818, 55.454545, 1.2883e+05
78.181818, 56.363636, 1.2675e+05
78.181818, 57.272727, 1.2474e+05
78.181818, 58.181818, 1.2279e+05
78.181818, 59.090909, 1.2090e+05
78.181818, 60.000000, 1.1907e+05
78.181818, 60.909091, 1.1729e+05
78.181818, 61.818182, 1.1557e+05
78.181818, 62.727273, 1.1389e+05
78.181818, 63.636364, 1.1226e+05
78.181818, 64.545455, 1.1068e+05
78.181818, 65.454545, 1.0915e+05
78.181818, 66.363636, 1.0765e+05
78.181818, 67.272727, 1.0620e+05
78.181818, 68.181818, 1.0478e+05
78.181818, 69.090909, 1.0340e+05
78.181818, 70.000000, 1.0206e+05
78.181818, 70.909091, 1.0075e+05
78.181818, 71.818182, 9.9474e+04
78.181818, 72.727273, 9.8231e+04
78.181818, 73.636364, 9.7018e+04
78.181818, 74.545455, 9.5835e+04
78.181818, 75.454545, 9.4680e+04
78.181818, 76.363636, 9.3553e+04
78.181818, 77.272727, 9.2453e+04
78.181818, 78.181818, 9.1378e+04
78.181818, 79.090909, 9.0327e+04
78.181818, 80.000000, 8.9301e+04
78.181818, 80.909091, 8.8297e+04
78.181818, 81.818182, 8.7316e+04
78.181818, 82.727273, 8.6357e+04
78.181818, 83.636364, 8.5418e+04
78.181818, 84.545455, 8.4500e+04
78.181818, 85.454545, 8.3601e+04
78.181818, 86.363636, 8.2721e+04
78.181818, 87.272727, 8.1859e+04
78.181818, 88.181818, 8.1015e+04
78.181818, 89.090909, 8.0188e+04
78.181818, 90.000000, 7.9379e+04
78.181818, 90.909091, 7.8585e+04
78.181818, 91.818182, 7.7807e+04
78.181818, 92.727273, 7.7044e+04
78.181818, 93.636364, 7.6296e+04
78.181818, 94.545455, 7.5562e+04
78.181818, 95.454545, 7.4843e+04
78.181818, 96.363636, 7.4137e+04
78.181818, 97.272727, 7.3444e+04
78.181818, 98.181818, 7.2764e+04
78.181818, 99.090909, 7.2096e+04
78.181818, 100.000000, 7.1441e+04
79.090909, 10.000000, 7.0619e+05
79.090909, 10.909091, 6.4735e+05
79.090909, 11.818182, 5.9755e+05
79.090909, 12.727273, 5.5487e+05
79.090909, 13.636364, 5.1788e+05
79.090909, 14.545455, 4.8551e+05
79.090909, 15.454545, 4.5695e+05
79.090909, 16.363636, 4.3156e+05
79.090909, 17.272727, 4.0885e+05
79.090909, 18.181818, 3.8841e+05
79.090909, 19.090909, 3.6991e+05
79.090909, 20.000000, 3.5310e+05
79.090909, 20.909091, 3.3775e+05
79.090909, 21.818182, 3.2367e+05
79.090909, 22.727273, 3.1073e+05
79.090909, 23.636364, 2.9877e+05
79.090909, 24.545455, 2.8771e+05
79.090909, 25.454545, 2.7743e+05
79.090909, 26.363636, 2.6787e+05
79.090909, 27.272727, 2.5894e+05
79.090909, 28.181818, 2.5059e+05
79.090909, 29.090909, 2.4275e+05
79.090909, 30.000000, 2.3540e+05
79.090909, 30.909091, 2.2847e+05
79.090909, 31.818182, 2.2195e+05
79.090909, 32.727273, 2.1578e+05
79.090909, 33.636364, 2.0995e+05
79.090909, 34.545455, 2.0442e+05
79.090909, 35.454545, 1.9918e+05
79.090909, 36.363636, 1.9420e+05
79.090909, 37.272727, 1.8947e+05
79.090909, 38.181818, 1.8496e+05
79.090909, 39.090909, 1.8065e+05
79.090909, 40.000000, 1.7655e+05
79.090909, 40.909091, 1.7263e+05
79.090909, 41.818182, 1.6887e+05
79.090909, 42.727273, 1.6528e+05
79.090909, 43.636364, 1.6184e+05
79.090909, 44.545455, 1.5853e+05
79.090909, 45.454545, 1.5536e+05
79.090909, 46.363636, 1.5232e+05
79.090909, 47.272727, 1.4939e+05
79.090909, 48.181818, 1.4657e+05
79.090909, 49.090909, 1.4385e+05
79.090909, 50.000000, 1.4124e+05
79.090909, 50.909091, 1.3872e+05
79.090909, 51.818182, 1.3628e+05
79.090909, 52.727273, 1.3393e+05
79.090909, 53.636364, 1.3166e+05
79.090909, 54.545455, 1.2947e+05
79.090909, 55.454545, 1.2735e+05
79.090909, 56.363636, 1.2529e+05
79.090909, 57.272727, 1.2330e+05
79.090909, 58.181818, 1.2138e+05
79.090909, 59.090909, 1.1951e+05
79.090909, 60.000000, 1.1770e+05
79.090909, 60.909091, 1.1594e+05
79.090909, 61.818182, 1.1424e+05
79.090909, 62.727273, 1.1258e+05
79.090909, 63.636364, 1.1097e+05
79.090909, 64.545455, 1.0941e+05
79.090909, 65.454545, 1.0789e+05
79.090909, 66.363636, 1.0641e+05
79.090909, 67.272727, 1.0497e+05
79.090909, 68.181818, 1.0358e+05
79.090909, 69.090909, 1.0221e+05
79.090909, 70.000000, 1.0088e+05
79.090909, 70.909091, 9.9592e+04
79.090909, 71.818182, 9.8331e+04
79.090909, 72.727273, 9.7102e+04
79.090909, 73.636364, 9.5903e+04
79.090909, 74.545455, 9.4733e+04
79.090909, 75.454545, 9.3592e+04
79.090909, 76.363636, 9.2478e+04
79.090909, 77.272727, 9.1390e+04
79.090909, 78.181818, 9.0327e+04
79.090909, 79.090909, 8.9289e+04
79.090909, 80.000000, 8.8274e+04
79.090909, 80.909091, 8.7283e+04
79.090909, 81.818182, 8.6313e+04
79.090909, 82.727273, 8.5364e+04
79.090909, 83.636364, 8.4436e+04
79.090909, 84.545455, 8.3528e+04
79.090909, 85.454545, 8.2640e+04
79.090909, 86.363636, 8.1770e+04
79.090909, 87.272727, 8.0918e+04
79.090909, 88.181818, 8.0084e+04
79.090909, 89.090909, 7.9267e+04
79.090909, 90.000000, 7.8466e+04
79.090909, 90.909091, 7.7681e+04
79.090909, 91.818182, 7.6912e+04
79.090909, 92.727273, 7.6158e+04
79.090909, 93.636364, 7.5419e+04
79.090909, 94.545455, 7.4694e+04
79.090909, 95.454545, 7.3982e+04
79.090909, 96.363636, 7.3284e+04
79.090909, 97.272727, 7.2599e+04
79.090909, 98.181818, 7.1927e+04
79.090909, 99.090909, 7.1267e+04
79.090909, 100.000000, 7.0619e+04
80.000000, 10.000000, 6.9817e+05
80.000000, 10.909091, 6.3999e+05
80.000000, 11.818182, 5.9076e+05
80.000000, 12.727273, 5.4856e+05
80.000000, 13.636364, 5.1199e+05
80.000000, 14.545455, 4.7999e+05
80.000000, 15.454545, 4.5176e+05
80.000000, 16.363636, 4.2666e+05
80.000000, 17.272727, 4.0420e+05
80.000000, 18.181818, 3.8399e+05
80.000000, 19.090909, 3.6571e+05
80.000000, 20.000000, 3.4908e+05
80.000000, 20.909091, 3.3391e+05
80.000000, 21.818182, 3.1999e+05
80.000000, 22.727273, 3.0719e+05
80.000000, 23.636364, 2.9538e+05
80.000000, 24.545455, 2.8444e+05
80.000000, 25.454545, 2.7428e+05
80.000000, 26.363636, 2.6482e+05
80.000000, 27.272727, 2.5600e+05
80.000000, 28.181818, 2.4774e+05
80.000000, 29.090909, 2.4000e+05
80.000000, 30.000000, 2.3272e+05
80.000000, 30.909091, 2.2588e+05
80.000000, 31.818182, 2.1942e+05
80.000000, 32.727273, 2.1333e+05
80.000000, 33.636364, 2.0756e+05
80.000000, 34.545455, 2.0210e+05
80.000000, 35.454545, 1.9692e+05
80.000000, 36.363636, 1.9200e+05
80.000000, 37.272727, 1.8731e+05
80.000000, 38.181818, 1.8285e+05
80.000000, 39.090909, 1.7860e+05
80.000000, 40.000000, 1.7454e+05
80.000000, 40.909091, 1.7066e+05
80.000000, 41.818182, 1.6695e+05
80.000000, 42.727273, 1.6340e+05
80.000000, 43.636364, 1.6000e+05
80.000000, 44.545455, 1.5673e+05
80.000000, 45.454545, 1.5360e+05
80.000000, 46.363636, 1.5059e+05
80.000000, 47.272727, 1.4769e+05
80.000000, 48.181818, 1.4490e+05
80.000000, 49.090909, 1.4222e+05
80.000000, 50.000000, 1.3963e+05
80.000000, 50.909091, 1.3714e+05
80.000000, 51.818182, 1.3473e+05
80.000000, 52.727273, 1.3241e+05
80.000000, 53.636364, 1.3017e+05
80.000000, 54.545455, 1.2800e+05
80.000000, 55.454545, 1.2590e+05
80.000000, 56.363636, 1.2387e+05
80.000000, 57.272727, 1.2190e+05
80.000000, 58.181818, 1.2000e+05
80.000000, 59.090909, 1.1815e+05
80.000000, 60.000000, 1.1636e+05
80.000000, 60.909091, 1.1462e+05
80.000000, 61.818182, 1.1294e+05
80.000000, 62.727273, 1.1130e+05
80.000000, 63.636364, 1.0971e+05
80.000000, 64.545455, 1.0817e+05
80.000000, 65.454545, 1.0666e+05
80.000000, 66.363636, 1.0520e+05
80.000000, 67.272727, 1.0378e+05
80.000000, 68.181818, 1.0240e+05
80.000000, 69.090909, 1.0105e+05
80.000000, 70.000000, 9.9739e+04
80.000000, 70.909091, 9.8460e+04
80.000000, 71.818182, 9.7214e+04
80.000000, 72.727273, 9.5998e+04
80.000000, 73.636364, 9.4813e+04
80.000000, 74.545455, 9.3657e+04
80.000000, 75.454545, 9.2529e+04
80.000000, 76.363636, 9.1427e+04
80.000000, 77.272727, 9.0351e+04
80.000000, 78.181818, 8.9301e+04
80.000000, 79.090909, 8.8274e+04
80.000000, 80.000000, 8.7271e+04
80.000000, 80.909091, 8.6291e+04
80.000000, 81.818182, 8.5332e+04
80.000000, 82.727273, 8.4394e+04
80.000000, 83.636364, 8.3477e+04
80.000000, 84.545455, 8.2579e+04
80.000000, 85.454545, 8.1701e+04
80.000000, 86.363636, 8.0841e+04
80.000000, 87.272727, 7.9999e+04
80.000000, 88.181818, 7.9174e+04
80.000000, 89.090909, 7.8366e+04
80.000000, 90.000000, 7.7574e+04
80.000000, 90.909091, 7.6799e+04
80.000000, 91.818182, 7.6038e+04
80.000000, 92.727273, 7.5293e+04
80.000000, 93.636364, 7.4562e+04
80.000000, 94.545455, 7.3845e+04
80.000000, 95.454545, 7.3142e+04
80.000000, 96.363636, 7.2452e+04
80.000000, 97.272727, 7.1774e+04
80.000000, 98.181818, 7.1110e+04
80.000000, 99.090909, 7.0458e+04
80.000000, 100.000000, 6.9817e+04
80.909091, 10.000000, 6.9033e+05
80.909091, 10.909091, 6.3280e+05
80.909091, 11.818182, 5.8412e+05
80.909091, 12.727273, 5.4240e+05
80.909091, 13.636364, 5.0624e+05
80.909091, 14.545455, 4.7460e+05
80.909091, 15.454545, 4.4668e+05
80.909091, 16.363636, 4.2187e+05
80.909091, 17.272727, 3.9966e+05
80.909091, 18.181818, 3.7968e+05
80.909091, 19.090909, 3.6160e+05
80.909091, 20.000000, 3.4516e+05
80.909091, 20.909091, 3.3016e+05
80.909091, 21.818182, 3.1640e+05
80.909091, 22.727273, 3.0374e+05
80.909091, 23.636364, 2.9206e+05
80.909091, 24.545455, 2.8124e+05
80.909091, 25.454545, 2.7120e+05
80.909091, 26.363636, 2.6185e+05
80.909091, 27.272727, 2.5312e+05
80.909091, 28.181818, 2.4495e+05
80.909091, 29.090909, 2.3730e+05
80.909091, 30.000000, 2.3011e+05
80.909091, 30.909091, 2.2334e+05
80.909091, 31.818182, 2.1696e+05
80.909091, 32.727273, 2.1093e+05
80.909091, 33.636364, 2.0523e+05
80.909091, 34.545455, 1.9983e+05
80.909091, 35.454545, 1.9471e+05
80.909091, 36.363636, 1.8984e+05
80.909091, 37.272727, 1.8521e+05
80.909091, 38.181818, 1.8080e+05
80.909091, 39.090909, 1.7659e+05
80.909091, 40.000000, 1.7258e+05
80.909091, 40.909091, 1.6875e+05
80.909091, 41.818182, 1.6508e+05
80.909091, 42.727273, 1.6157e+05
80.909091, 43.636364, 1.5820e+05
80.909091, 44.545455, 1.5497e+05
80.909091, 45.454545, 1.5187e+05
80.909091, 46.363636, 1.4889e+05
80.909091, 47.272727, 1.4603e+05
80.909091, 48.181818, 1.4328e+05
80.909091, 49.090909, 1.4062e+05
80.909091, 50.000000, 1.3807e+05
80.909091, 50.909091, 1.3560e+05
80.909091, 51.818182, 1.3322e+05
80.909091, 52.727273, 1.3092e+05
80.909091, 53.636364, 1.2870e+05
80.909091, 54.545455, 1.2656e+05
80.909091, 55.454545, 1.2448e+05
80.909091, 56.363636, 1.2248e+05
80.909091, 57.272727, 1.2053e+05
80.909091, 58.181818, 1.1865e+05
80.909091, 59.090909, 1.1682e+05
80.909091, 60.000000, 1.1505e+05
80.909091, 60.909091, 1.1334e+05
80.909091, 61.818182, 1.1167e+05
80.909091, 62.727273, 1.1005e+05
80.909091, 63.636364, 1.0848e+05
80.909091, 64.545455, 1.0695e+05
80.909091, 65.454545, 1.0547e+05
80.909091, 66.363636, 1.0402e+05
80.909091, 67.272727, 1.0262e+05
80.909091, 68.181818, 1.0125e+05
80.909091, 69.090909, 9.9916e+04
80.909091, 70.000000, 9.8618e+04
80.909091, 70.909091, 9.7354e+04
80.909091, 71.818182, 9.6121e+04
80.909091, 72.727273, 9.4920e+04
80.909091, 73.636364, 9.3748e+04
80.909091, 74.545455, 9.2605e+04
80.909091, 75.454545, 9.1489e+04
80.909091, 76.363636, 9.0400e+04
80.909091, 77.272727, 8.9336e+04
80.909091, 78.181818, 8.8297e+04
80.909091, 79.090909, 8.7283e+04
80.909091, 80.000000, 8.6291e+04
80.909091, 80.909091, 8.5321e+04
80.909091, 81.818182, 8.4373e+04
80.909091, 82.727273, 8.3446e+04
80.909091, 83.636364, 8.2539e+04
80.909091, 84.545455, 8.1651e+04
80.909091, 85.454545, 8.0783e+04
80.909091, 86.363636, 7.9932e+04
80.909091, 87.272727, 7.9100e+04
80.909091, 88.181818, 7.8284e+04
80.909091, 89.090909, 7.7486e+04
80.909091, 90.000000, 7.6703e+04
80.909091, 90.909091, 7.5936e+04
80.909091, 91.818182, 7.5184e+04
80.909091, 92.727273, 7.4447e+04
80.909091, 93.636364, 7.3724e+04
80.909091, 94.545455, 7.3015e+04
80.909091, 95.454545, 7.2320e+04
80.909091, 96.363636, 7.1638e+04
80.909091, 97.272727, 7.0968e+04
80.909091, 98.181818, 7.0311e+04
80.909091, 99.090909, 6.9666e+04
80.909091, 100.000000, 6.9033e+04
81.818182, 10.000000, 6.8266e+05
81.818182, 10.909091, 6.2577e+05
81.818182, 11.818182, 5.7763e+05
81.818182, 12.727273, 5.3637e+05
81.818182, 13.636364, 5.0061e+05
81.818182, 14.545455, 4.6933e+05
81.818182, 15.454545, 4.4172e+05
81.818182, 16.363636, 4.1718e+05
81.818182, 17.272727, 3.9522e+05
81.818182, 18.181818, 3.7546e+05
81.818182, 19.090909, 3.5758e+05
81.818182, 20.000000, 3.4133e+05
81.818182, 20.909091, 3.2649e+05
81.818182, 21.818182, 3.1288e+05
81.818182, 22.727273, 3.0037e+05
81.818182, 23.636364, 2.8882e+05
81.818182, 24.545455, 2.7812e+05
81.818182, 25.454545, 2.6819e+05
81.818182, 26.363636, 2.5894e+05
81.818182, 27.272727, 2.5031e+05
81.818182, 28.181818, 2.4223e+05
81.818182, 29.090909, 2.3466e+05
81.818182, 30.000000, 2.2755e+05
81.818182, 30.909091, 2.2086e+05
81.818182, 31.818182, 2.1455e+05
81.818182, 32.727273, 2.0859e+05
81.818182, 33.636364, 2.0295e+05
81.818182, 34.545455, 1.9761e+05
81.818182, 35.454545, 1.9254e+05
81.818182, 36.363636, 1.8773e+05
81.818182, 37.272727, 1.8315e+05
81.818182, 38.181818, 1.7879e+05
81.818182, 39.090909, 1.7463e+05
81.818182, 40.000000, 1.7066e+05
81.818182, 40.909091, 1.6687e+05
81.818182, 41.818182, 1.6324e+05
81.818182, 42.727273, 1.5977e+05
81.818182, 43.636364, 1.5644e+05
81.818182, 44.545455, 1.5325e+05
81.818182, 45.454545, 1.5018e+05
81.818182, 46.363636, 1.4724e+05
81.818182, 47.272727, 1.4441e+05
81.818182, 48.181818, 1.4168e+05
81.818182, 49.090909, 1.3906e+05
81.818182, 50.000000, 1.3653e+05
81.818182, 50.909091, 1.3409e+05
81.818182, 51.818182, 1.3174e+05
81.818182, 52.727273, 1.2947e+05
81.818182, 53.636364, 1.2727e+05
81.818182, 54.545455, 1.2515e+05
81.818182, 55.454545, 1.2310e+05
81.818182, 56.363636, 1.2112e+05
81.818182, 57.272727, 1.1919e+05
81.818182, 58.181818, 1.1733e+05
81.818182, 59.090909, 1.1553e+05
81.818182, 60.000000, 1.1378e+05
81.818182, 60.909091, 1.1208e+05
81.818182, 61.818182, 1.1043e+05
81.818182, 62.727273, 1.0883e+05
81.818182, 63.636364, 1.0727e+05
81.818182, 64.545455, 1.0576e+05
81.818182, 65.454545, 1.0429e+05
81.818182, 66.363636, 1.0287e+05
81.818182, 67.272727, 1.0148e+05
81.818182, 68.181818, 1.0012e+05
81.818182, 69.090909, 9.8805e+04
81.818182, 70.000000, 9.7522e+04
81.818182, 70.909091, 9.6272e+04
81.818182, 71.818182, 9.5053e+04
81.818182, 72.727273, 9.3865e+04
81.818182, 73.636364, 9.2706e+04
81.818182, 74.545455, 9.1576e+04
81.818182, 75.454545, 9.0472e+04
81.818182, 76.363636, 8.9395e+04
81.818182, 77.272727, 8.8344e+04
81.818182, 78.181818, 8.7316e+04
81.818182, 79.090909, 8.6313e+04
81.818182, 80.000000, 8.5332e+04
81.818182, 80.909091, 8.4373e+04
81.818182, 81.818182, 8.3436e+04
81.818182, 82.727273, 8.2519e+04
81.818182, 83.636364, 8.1622e+04
81.818182, 84.545455, 8.0744e+04
81.818182, 85.454545, 7.9885e+04
81.818182, 86.363636, 7.9044e+04
81.818182, 87.272727, 7.8221e+04
81.818182, 88.181818, 7.7414e+04
81.818182, 89.090909, 7.6625e+04
81.818182, 90.000000, 7.5851e+04
81.818182, 90.909091, 7.5092e+04
81.818182, 91.818182, 7.4349e+04
81.818182, 92.727273, 7.3620e+04
81.818182, 93.636364, 7.2905e+04
81.818182, 94.545455, 7.2204e+04
81.818182, 95.454545, 7.1516e+04
81.818182, 96.363636, 7.0842e+04
81.818182, 97.272727, 7.0179e+04
81.818182, 98.181818, 6.9530e+04
81.818182, 99.090909, 6.8892e+04
81.818182, 100.000000, 6.8266e+04
82.727273, 10.000000, 6.7515e+05
82.727273, 10.909091, 6.1889e+05
82.727273, 11.818182, 5.7128e+05
82.727273, 12.727273, 5.3048e+05
82.727273, 13.636364, 4.9511e+05
82.727273, 14.545455, 4.6417e+05
82.727273, 15.454545, 4.3686e+05
82.727273, 16.363636, 4.1259e+05
82.727273, 17.272727, 3.9088e+05
82.727273, 18.181818, 3.7133e+05
82.727273, 19.090909, 3.5365e+05
82.727273, 20.000000, 3.3758e+05
82.727273, 20.909091, 3.2290e+05
82.727273, 21.818182, 3.0945e+05
82.727273, 22.727273, 2.9707e+05
82.727273, 23.636364, 2.8564e+05
82.727273, 24.545455, 2.7506e+05
82.727273, 25.454545, 2.6524e+05
82.727273, 26.363636, 2.5609e+05
82.727273, 27.272727, 2.4756e+05
82.727273, 28.181818, 2.3957e+05
82.727273, 29.090909, 2.3208e+05
82.727273, 30.000000, 2.2505e+05
82.727273, 30.909091, 2.1843e+05
82.727273, 31.818182, 2.1219e+05
82.727273, 32.727273, 2.0630e+05
82.727273, 33.636364, 2.0072e+05
82.727273, 34.545455, 1.9544e+05
82.727273, 35.454545, 1.9043e+05
82.727273, 36.363636, 1.8567e+05
82.727273, 37.272727, 1.8114e+05
82.727273, 38.181818, 1.7683e+05
82.727273, 39.090909, 1.7271e+05
82.727273, 40.000000, 1.6879e+05
82.727273, 40.909091, 1.6504e+05
82.727273, 41.818182, 1.6145e+05
82.727273, 42.727273, 1.5801e+05
82.727273, 43.636364, 1.5472e+05
82.727273, 44.545455, 1.5157e+05
82.727273, 45.454545, 1.4853e+05
82.727273, 46.363636, 1.4562e+05
82.727273, 47.272727, 1.4282e+05
82.727273, 48.181818, 1.4013e+05
82.727273, 49.090909, 1.3753e+05
82.727273, 50.000000, 1.3503e+05
82.727273, 50.909091, 1.3262e+05
82.727273, 51.818182, 1.3029e+05
82.727273, 52.727273, 1.2805e+05
82.727273, 53.636364, 1.2588e+05
82.727273, 54.545455, 1.2378e+05
82.727273, 55.454545, 1.2175e+05
82.727273, 56.363636, 1.1979e+05
82.727273, 57.272727, 1.1788e+05
82.727273, 58.181818, 1.1604e+05
82.727273, 59.090909, 1.1426e+05
82.727273, 60.000000, 1.1253e+05
82.727273, 60.909091, 1.1085e+05
82.727273, 61.818182, 1.0922e+05
82.727273, 62.727273, 1.0763e+05
82.727273, 63.636364, 1.0610e+05
82.727273, 64.545455, 1.0460e+05
82.727273, 65.454545, 1.0315e+05
82.727273, 66.363636, 1.0174e+05
82.727273, 67.272727, 1.0036e+05
82.727273, 68.181818, 9.9022e+04
82.727273, 69.090909, 9.7720e+04
82.727273, 70.000000, 9.6450e+04
82.727273, 70.909091, 9.5214e+04
82.727273, 71.818182, 9.4009e+04
82.727273, 72.727273, 9.2834e+04
82.727273, 73.636364, 9.1687e+04
82.727273, 74.545455, 9.0569e+04
82.727273, 75.454545, 8.9478e+04
82.727273, 76.363636, 8.8413e+04
82.727273, 77.272727, 8.7373e+04
82.727273, 78.181818, 8.6357e+04
82.727273, 79.090909, 8.5364e+04
82.727273, 80.000000, 8.4394e+04
82.727273, 80.909091, 8.3446e+04
82.727273, 81.818182, 8.2519e+04
82.727273, 82.727273, 8.1612e+04
82.727273, 83.636364, 8.0725e+04
82.727273, 84.545455, 7.9857e+04
82.727273, 85.454545, 7.9007e+04
82.727273, 86.363636, 7.8176e+04
82.727273, 87.272727, 7.7361e+04
82.727273, 88.181818, 7.6564e+04
82.727273, 89.090909, 7.5783e+04
82.727273, 90.000000, 7.5017e+04
82.727273, 90.909091, 7.4267e+04
82.727273, 91.818182, 7.3532e+04
82.727273, 92.727273, 7.2811e+04
82.727273, 93.636364, 7.2104e+04
82.727273, 94.545455, 7.1410e+04
82.727273, 95.454545, 7.0730e+04
82.727273, 96.363636, 7.0063e+04
82.727273, 97.272727, 6.9408e+04
82.727273, 98.181818, 6.8766e+04
82.727273, 99.090909, 6.8135e+04
82.727273, 100.000000, 6.7515e+04
83.636364, 10.000000, 6.6781e+05
83.636364, 10.909091, 6.1216e+05
83.636364, 11.818182, 5.6507e+05
83.636364, 12.727273, 5.2471e+05
83.636364, 13.636364, 4.8973e+05
83.636364, 14.545455, 4.5912e+05
83.636364, 15.454545, 4.3212e+05
83.636364, 16.363636, 4.0811e+05
83.636364, 17.272727, 3.8663e+05
83.636364, 18.181818, 3.6730e+05
83.636364, 19.090909, 3.4981e+05
83.636364, 20.000000, 3.3391e+05
83.636364, 20.909091, 3.1939e+05
83.636364, 21.818182, 3.0608e+05
83.636364, 22.727273, 2.9384e+05
83.636364, 23.636364, 2.8254e+05
83.636364, 24.545455, 2.7207e+05
83.636364, 25.454545, 2.6236e+05
83.636364, 26.363636, 2.5331e+05
83.636364, 27.272727, 2.4487e+05
83.636364, 28.181818, 2.3697e+05
83.636364, 29.090909, 2.2956e+05
83.636364, 30.000000, 2.2260e+05
83.636364, 30.909091, 2.1606e+05
83.636364, 31.818182, 2.0988e+05
83.636364, 32.727273, 2.0405e+05
83.636364, 33.636364, 1.9854e+05
83.636364, 34.545455, 1.9331e+05
83.636364, 35.454545, 1.8836e+05
83.636364, 36.363636, 1.8365e+05
83.636364, 37.272727, 1.7917e+05
83.636364, 38.181818, 1.7490e+05
83.636364, 39.090909, 1.7084e+05
83.636364, 40.000000, 1.6695e+05
83.636364, 40.909091, 1.6324e+05
83.636364, 41.818182, 1.5969e+05
83.636364, 42.727273, 1.5630e+05
83.636364, 43.636364, 1.5304e+05
83.636364, 44.545455, 1.4992e+05
83.636364, 45.454545, 1.4692e+05
83.636364, 46.363636, 1.4404e+05
83.636364, 47.272727, 1.4127e+05
83.636364, 48.181818, 1.3860e+05
83.636364, 49.090909, 1.3604e+05
83.636364, 50.000000, 1.3356e+05
83.636364, 50.909091, 1.3118e+05
83.636364, 51.818182, 1.2888e+05
83.636364, 52.727273, 1.2665e+05
83.636364, 53.636364, 1.2451e+05
83.636364, 54.545455, 1.2243e+05
83.636364, 55.454545, 1.2043e+05
83.636364, 56.363636, 1.1848e+05
83.636364, 57.272727, 1.1660e+05
83.636364, 58.181818, 1.1478e+05
