Copper Inductance (H),Graphene Inductance (H),Final Inductance (H)
1.1976002366905508e-06,1.901551694098e-07,1.6409943343909463e-07
1.1971770770765306e-06,1.806015426605e-07,1.5692798818367282e-07
1.196754223803629e-06,1.724416497745e-07,1.5072370338656525e-07
1.1963316765251958e-06,1.654687039924e-07,1.4536304651672952e-07
1.1959094348951368e-06,1.595187783436e-07,1.407451978649763e-07
1.1954874985679159e-06,1.544597227648e-07,1.367865829712119e-07
1.1950658671985517e-06,2.302999696876e-07,1.9308982007858716e-07
1.1946445404426166e-06,2.14592011205e-07,1.819149342308273e-07
1.1942235179562367e-06,2.01368556722e-07,1.723132931016113e-07
1.1938027993960887e-06,1.901551694098e-07,1.6402793919885034e-07
1.1933823844194009e-06,1.806015426605e-07,1.5686260615003264e-07
1.1929622726839507e-06,1.724416497745e-07,1.5066338907973758e-07
1.1925424638480623e-06,1.654687039924e-07,1.4530694638000527e-07
1.1921229575706088e-06,1.595187783436e-07,1.406926057209978e-07
1.191703753511007e-06,1.544597227648e-07,1.3673690798261465e-07
1.1912848513292198e-06,1.501834470501e-07,1.3336973047170612e-07
1.1908662506857529e-06,2.14592011205e-07,1.8182708853055752e-07
1.1904479512416528e-06,2.01368556722e-07,1.7223447517871636e-07
1.19002995265851e-06,1.901551694098e-07,1.6395651831937032e-07
1.1896122545984516e-06,1.806015426605e-07,1.567972886991102e-07
1.1891948567241443e-06,1.724416497745e-07,1.5060313234710247e-07
1.1887777586987943e-06,1.654687039924e-07,1.4525089818287665e-07
1.1883609601861403e-06,1.595187783436e-07,1.4064006096485878e-07
1.1879444608504598e-06,1.544597227648e-07,1.366872766954449e-07
1.1875282603565616e-06,1.501834470501e-07,1.3332251382886336e-07
1.187112358369788e-06,1.466004129308e-07,1.304862378745597e-07
1.1866967545560143e-06,2.01368556722e-07,1.721557413689768e-07
1.1862814485816444e-06,1.901551694098e-07,1.6388517050056253e-07
1.1858664401136119e-06,1.806015426605e-07,1.5673203556444957e-07
1.1854517288193796e-06,1.724416497745e-07,1.5054293294907182e-07
1.1850373143669367e-06,1.654687039924e-07,1.451949017073965e-07
1.184623196424798e-06,1.595187783436e-07,1.4058756339614692e-07
1.1842093746620049e-06,1.544597227648e-07,1.3663768892354794e-07
1.1837958487481187e-06,1.501834470501e-07,1.3327533772719347e-07
1.183382618353228e-06,1.466004129308e-07,1.304410480622633e-07
1.1829696831479377e-06,1.436356173254e-07,1.2808374929269468e-07
1.1825570428033774e-06,1.901551694098e-07,1.6381389544752364e-07
1.182144696991194e-06,1.806015426605e-07,1.5666684648427794e-07
1.181732645383552e-06,1.724416497745e-07,1.5048279065032746e-07
1.1813208876531343e-06,1.654687039924e-07,1.4513895673954874e-07
1.1809094234731375e-06,1.595187783436e-07,1.405351128181013e-07
1.1804982525172743e-06,1.544597227648e-07,1.3658814448418952e-07
1.1800873744597723e-06,1.501834470501e-07,1.3322820199537504e-07
1.179676788975369e-06,1.466004129308e-07,1.3039589622751013e-07
1.1792664957393143e-06,1.436356173254e-07,1.2804021509518261e-07
1.1788564944273698e-06,1.412256070965e-07,1.2611694675124467e-07
1.178446784715804e-06,1.806015426605e-07,1.56601721201376e-07
1.1780373662813962e-06,1.724416497745e-07,1.504227052197032e-07
1.1776282388014305e-06,1.654687039924e-07,1.450830630691391e-07
1.1772194019536976e-06,1.595187783436e-07,1.4048270903751107e-07
1.1768108554164948e-06,1.544597227648e-07,1.365386431979609e-07
1.1764025988686208e-06,1.501834470501e-07,1.331811064652269e-07
1.1759946319893778e-06,1.466004129308e-07,1.3035078221123372e-07
1.1755869544585715e-06,1.436356173254e-07,1.2799671680495985e-07
1.1751795659565057e-06,1.412256070965e-07,1.260747458662001e-07
1.174772466163986e-06,1.393162229113e-07,1.2454628376820534e-07
1.1743656547623143e-06,1.724416497745e-07,1.5036267643007047e-07
1.1739591314332916e-06,1.654687039924e-07,1.4502722048969026e-07
1.1735528958592148e-06,1.595187783436e-07,1.4043035186461748e-07
1.1731469477228767e-06,1.544597227648e-07,1.3648918488868715e-07
1.1727412867075635e-06,1.501834470501e-07,1.3313405097162146e-07
1.172335912497056e-06,1.466004129308e-07,1.3030570585727293e-07
1.171930824775625e-06,1.436356173254e-07,1.2795325427310164e-07
1.1715260232280344e-06,1.412256070965e-07,1.2603257923117232e-07
1.1711215075395387e-06,1.393162229113e-07,1.245051338261333e-07
1.1707172773958797e-06,1.37860868433e-07,1.2333699830290365e-07
1.170313332483288e-06,1.654687039924e-07,1.4497142879833967e-07
1.169909672488482e-06,1.595187783436e-07,1.403780411130195e-07
1.169506297098666e-06,1.544597227648e-07,1.3643976938333842e-07
1.169103206001528e-06,1.501834470501e-07,1.3308703535240088e-07
1.1687003988852419e-06,1.466004129308e-07,1.3026066701229226e-07
1.1682978754384631e-06,1.436356173254e-07,1.2790982735339098e-07
1.1678956353503297e-06,1.412256070965e-07,1.2599044670562806e-07
1.1674936783104606e-06,1.393162229113e-07,1.2446401682675381e-07
1.167092004008955e-06,1.37860868433e-07,1.2329664971946456e-07
1.1666906121363903e-06,1.368191645674e-07,1.2245833342713988e-07
1.166289502383823e-06,1.595187783436e-07,1.4032577659958227e-07
1.1658886744427851e-06,1.544597227648e-07,1.3639039651194438e-07
1.1654881280052868e-06,1.501834470501e-07,1.3304005944829622e-07
1.1650878627638104e-06,1.466004129308e-07,1.302156655257048e-07
1.1646878784113142e-06,1.436356173254e-07,1.278664359022449e-07
1.1642881746412284e-06,1.412256070965e-07,1.2594834815157544e-07
1.1638887511474567e-06,1.393162229113e-07,1.2442293263646103e-07
1.1634896076243726e-06,1.37860868433e-07,1.2325633307164124e-07
1.16309074376682e-06,1.368191645674e-07,1.2241856366967352e-07
1.1626921592701111e-06,1.361558903323e-07,1.2188291476918e-07
1.162293853830028e-06,2.762334759841e-07,2.2318969178007123e-07
1.1618958271428179e-06,2.530454452818e-07,2.0779127210460488e-07
1.161498078905196e-06,2.339812720201e-07,1.947494226775476e-07
1.1611006088143412e-06,2.18066770152e-07,1.8358718705733217e-07
1.1607034165678967e-06,2.046367722836e-07,1.7396587508700053e-07
1.1603065018639708e-06,1.932168415859e-07,1.6563493983806846e-07
1.1599098644011325e-06,1.834566714511e-07,1.5840293563017213e-07
1.1595135038784111e-06,1.750902351795e-07,1.5211967878284782e-07
1.1591174199952995e-06,1.679107460119e-07,1.4666476243108138e-07
1.158721612451747e-06,1.617542769777e-07,1.41939870421679e-07
1.1583260809481631e-06,2.530454452818e-07,2.0767681187249078e-07
1.1579308251854143e-06,2.339812720201e-07,1.9464887756354067e-07
1.1575358448648235e-06,2.18066770152e-07,1.8349783598059787e-07
1.1571411396881704e-06,2.046367722836e-07,1.7388564304108218e-07
1.1567467093576874e-06,1.932168415859e-07,1.6556220761720048e-07
1.1563525535760629e-06,1.834566714511e-07,1.5833641576750854e-07
1.1559586720464365e-06,1.750902351795e-07,1.5205833132624147e-07
1.1555650644724003e-06,1.679107460119e-07,1.4660773586020275e-07
1.1551717305579987e-06,1.617542769777e-07,1.4188645906624515e-07
1.154778670007724e-06,1.564886780134e-07,1.3781307659364508e-07
1.154385882526518e-06,2.339812720201e-07,1.9454844945810114e-07
1.1539933678197732e-06,2.18066770152e-07,1.8340858358386613e-07
1.1536011255933263e-06,2.046367722836e-07,1.7380549549762088e-07
1.1532091555534618e-06,1.932168415859e-07,1.6548954877385646e-07
1.1528174574069099e-06,1.834566714511e-07,1.5826996045140428e-07
1.1524260308608448e-06,1.750902351795e-07,1.5199704134116483e-07
1.152034875622885e-06,1.679107460119e-07,1.46550761051797e-07
1.1516439914010918e-06,1.617542769777e-07,1.4183309484238712e-07
1.1512533779039672e-06,1.564886780134e-07,1.3776273260576148e-07
1.1508630348404551e-06,1.520058589132e-07,1.342713184274184e-07
1.15047296191994e-06,2.18066770152e-07,1.8331942951576521e-07
1.1500831588522444e-06,2.046367722836e-07,1.7372543215476653e-07
1.14969362534763e-06,1.932168415859e-07,1.654169630447205e-07
1.149304361116795e-06,1.834566714511e-07,1.582035694489582e-07
1.1489153658708749e-06,1.750902351795e-07,1.5193580861899922e-07
1.14852663932144e-06,1.679107460119e-07,1.464938378168067e-07
1.1481381811804968e-06,1.617542769777e-07,1.4177977757691136e-07
1.147749991160484e-06,1.564886780134e-07,1.3771243182075111e-07
1.1473620689742743e-06,1.520058589132e-07,1.3422353517868603e-07
1.1469744143351715e-06,1.482162814084e-07,1.3125502145901307e-07
1.146587026956912e-06,2.046367722836e-07,1.7364545271522985e-07
1.1461999065536612e-06,1.932168415859e-07,1.653444501705428e-07
1.1458130528400153e-06,1.834566714511e-07,1.581372425309345e-07
1.145426465530998e-06,1.750902351795e-07,1.5187463295446342e-07
1.1450401443420605e-06,1.679107460119e-07,1.464369659692421e-07
1.1446540889890826e-06,1.617542769777e-07,1.4172650709946903e-07
1.1442682991883684e-06,1.564886780134e-07,1.3766217408100327e-07
1.1438827746566474e-06,1.520058589132e-07,1.341757919264335e-07
1.1434975151110752e-06,1.482162814084e-07,1.3120936692492308e-07
1.143112520269228e-06,1.450449424175e-07,1.2871306069473563e-07
1.1427277898491063e-06,1.932168415859e-07,1.6527200989603442e-07
1.1423433235691326e-06,1.834566714511e-07,1.5807097947166743e-07
1.1419591211481491e-06,1.750902351795e-07,1.5181351414552682e-07
1.14157518230542e-06,1.679107460119e-07,1.463801453261012e-07
1.141191506760626e-06,1.617542769777e-07,1.4167328324248165e-07
1.1408080942338682e-06,1.564886780134e-07,1.3761195923149742e-07
1.1404249444456647e-06,1.520058589132e-07,1.3412808852588744e-07
1.14004205711695e-06,1.482162814084e-07,1.3116374977124363e-07
1.1396594319690747e-06,1.450449424175e-07,1.2866916310177906e-07
1.1392770687238052e-06,1.424283888031e-07,1.2660115968589764e-07
1.1388949671033203e-06,1.834566714511e-07,1.5800478004896919e-07
1.1385131268302142e-06,1.750902351795e-07,1.517524519933255e-07
1.138131547627492e-06,1.679107460119e-07,1.4632337570729227e-07
1.1377502292185708e-06,1.617542769777e-07,1.416201058410693e-07
1.13736917132728e-06,1.564886780134e-07,1.3756178711973617e-07
1.1369883736778571e-06,1.520058589132e-07,1.3408042483465192e-07
1.1366078359949507e-06,1.482162814084e-07,1.311181698638161e-07
1.1362275580036169e-06,1.450449424175e-07,1.2862530076127052e-07
1.1358475394293186e-06,1.424283888031e-07,1.265586962828802e-07
1.1354677799979275e-06,1.403124612324e-07,1.2488066025223466e-07
1.13508827943572e-06,1.750902351795e-07,1.516914463020805e-07
1.134709037469378e-06,1.679107460119e-07,1.46266656935559e-07
1.1343300538259875e-06,1.617542769777e-07,1.4156697473298096e-07
1.1339513282330392e-06,1.564886780134e-07,1.3751165759567986e-07
1.1335728604184244e-06,1.520058589132e-07,1.34032800712647e-07
1.13319465011044e-06,1.482162814084e-07,1.310726270706806e-07
1.1328166970377803e-06,1.450449424175e-07,1.285814735478469e-07
1.132439000929542e-06,1.424283888031e-07,1.265162664126283e-07
1.1320615615152215e-06,1.403124612324e-07,1.2483934843292655e-07
1.1316843785247132e-06,1.386505633686e-07,1.2351756333179187e-07
1.1313074516883103e-06,1.679107460119e-07,1.4620998883640787e-07
1.1309307807367028e-06,1.617542769777e-07,1.4151388975852703e-07
1.1305543654009784e-06,1.564886780134e-07,1.3746157051168362e-07
1.130178205412618e-06,1.520058589132e-07,1.3398521602204936e-07
1.1298023005034995e-06,1.482162814084e-07,1.3102712126201928e-07
1.129426650405895e-06,1.450449424175e-07,1.2853768133819311e-07
1.1290512548524685e-06,1.424283888031e-07,1.2647386995706944e-07
1.1286761135762771e-06,1.403124612324e-07,1.2479806877219837e-07
1.1283012263107712e-06,1.386505633686e-07,1.2347715355219712e-07
1.1279265927897904e-06,1.374023161176e-07,1.2248177147377042e-07
1.1275522127475651e-06,1.617542769777e-07,1.414608507605142e-07
1.1271780859187159e-06,1.564886780134e-07,1.3741152572243624e-07
1.1268042120382516e-06,1.520058589132e-07,1.3393767062723453e-07
1.1264305908415687e-06,1.482162814084e-07,1.3098165231010187e-07
1.1260572220644515e-06,1.450449424175e-07,1.2849392401098967e-07
1.1256841054430704e-06,1.424283888031e-07,1.2643150680005188e-07
1.1253112407139827e-06,1.403124612324e-07,1.2475682115801097e-07
1.124938627614128e-06,1.386505633686e-07,1.2343677485282522e-07
1.1245662658808333e-06,1.374023161176e-07,1.2244204155626045e-07
1.1241941552518068e-06,1.36532498497e-07,1.2174648355045835e-07
1.1238222954651403e-06,2.802528647628e-07,2.243145001847915e-07
1.1234506862593079e-06,2.568688826435e-07,2.090671819670633e-07
1.1230793273731635e-06,2.376087579647e-07,1.9611657289312373e-07
1.1227082185459432e-06,2.214983046796e-07,1.849998216502144e-07
1.122337359517262e-06,2.078723553942e-07,1.7538806689987884e-07
1.1219667500271147e-06,1.962564732795e-07,1.6703789889610193e-07
1.1215963898158726e-06,1.863003517277e-07,1.5976322540004913e-07
1.121226278624286e-06,1.777379640391e-07,1.534179844559893e-07
1.1208564161934812e-06,1.703625234545e-07,1.47885011309505e-07
1.1204868022649615e-06,1.640101030033e-07,1.430685859184182e-07
1.1201174365806055e-06,2.568688826435e-07,2.0895146912286383e-07
1.1197483188826655e-06,2.376087579647e-07,1.9601474941342176e-07
1.1193794489137684e-06,2.214983046796e-07,1.8490921306072658e-07
1.1190108264169129e-06,2.078723553942e-07,1.7530662788369496e-07
1.118642451135472e-06,1.962564732795e-07,1.6696402913118344e-07
1.1182743228131904e-06,1.863003517277e-07,1.5969564926704617e-07
1.117906441194182e-06,1.777379640391e-07,1.533556692264454e-07
1.117538806022933e-06,1.703625234545e-07,1.4782710965105177e-07
1.1171714170442971e-06,1.640101030033e-07,1.4301439438103252e-07
1.1168042740034988e-06,1.585485526219e-07,1.3883820814803862e-07
1.1164373766461293e-06,2.376087579647e-07,1.959130428643027e-07
1.1160707247181487e-06,2.214983046796e-07,1.8481870318043307e-07
1.1157043179658823e-06,2.078723553942e-07,1.7522527343298976e-07
1.1153381561360223e-06,1.962564732795e-07,1.6689023279613434e-07
1.1149722389756263e-06,1.863003517277e-07,1.5962813769520012e-07
1.1146065662321156e-06,1.777379640391e-07,1.5329341142886483e-07
1.1142411376532774e-06,1.703625234545e-07,1.4776925965143972e-07
1.113875952987259e-06,1.640101030033e-07,1.4296024980155896e-07
1.1135110119825735e-06,1.585485526219e-07,1.387871796186511e-07
1.1131463143880932e-06,1.538697821048e-07,1.3518342925536606e-07
1.1127818599530532e-06,2.214983046796e-07,1.8472829169702355e-07
1.1124176484270488e-06,2.078723553942e-07,1.7514400328059659e-07
1.112053679560034e-06,1.962564732795e-07,1.6681650965886209e-07
1.1116899531023237e-06,1.863003517277e-07,1.5956069048006854e-07
1.1113264688045887e-06,1.777379640391e-07,1.5323121088086196e-07
1.1109632264178596e-06,1.703625234545e-07,1.4771146114604624e-07
1.1106002256935236e-06,1.640101030033e-07,1.429061520297854e-07
1.110237466383323e-06,1.585485526219e-07,1.3873619406658721e-07
1.109874948239357e-06,1.538697821048e-07,1.35135057222085e-07
1.10951267101408e-06,1.49884253183e-07,1.3204612056524073e-07
1.1091506344602989e-06,2.078723553942e-07,1.750628171628997e-07
1.1087888383311768e-06,1.962564732795e-07,1.6674285949043532e-07
1.1084272823802273e-06,1.863003517277e-07,1.5949330742005413e-07
1.1080659663613172e-06,1.777379640391e-07,1.5316906740263803e-07
1.1077048900286657e-06,1.703625234545e-07,1.4765371397262257e-07
1.1073440531368416e-06,1.640101030033e-07,1.4285210091769705e-07
1.1069834554407652e-06,1.585485526219e-07,1.3868525135543796e-07
1.1066230966957053e-06,1.538697821048e-07,1.350867249029943e-07
1.1062629766572798e-06,1.49884253183e-07,1.319999727272113e-07
1.105903095081456e-06,1.465169627751e-07,1.2937637144859257e-07
1.1055434517245475e-06,1.962564732795e-07,1.6666928206500722e-07
1.1051840463432152e-06,1.863003517277e-07,1.594259883163358e-07
1.1048248786944667e-06,1.777379640391e-07,1.5310698081691812e-07
1.1044659485356553e-06,1.703625234545e-07,1.475960179712359e-07
1.104107255624478e-06,1.640101030033e-07,1.4279809631942283e-07
1.1037487997189779e-06,1.585485526219e-07,1.3863435135079483e-07
1.1033905805775408e-06,1.538697821048e-07,1.350384321730591e-07
1.1030325979588951e-06,1.49884253183e-07,1.3195386192698726e-07
1.102674851622114e-06,1.465169627751e-07,1.2933207560771262e-07
1.102317341326608e-06,1.437044577437e-07,1.271309345590983e-07
1.1019600668321334e-06,1.863003517277e-07,1.5935873297280172e-07
1.101603027898784e-06,1.777379640391e-07,1.5304495094889002e-07
1.1012462242869948e-06,1.703625234545e-07,1.4753837298421304e-07
1.100889655757539e-06,1.640101030033e-07,1.4274413809118312e-07
1.1005333220715288e-06,1.585485526219e-07,1.3858349392020111e-07
1.1001772229904143e-06,1.538697821048e-07,1.3499017890908005e-07
1.0998213582759837e-06,1.49884253183e-07,1.3190778804894473e-07
1.09946572769036e-06,1.465169627751e-07,1.2928781461348264e-07
1.0991103309960036e-06,1.437044577437e-07,1.2708816755910033e-07
1.09875516795571e-06,1.41392578756e-07,1.2527203071623562e-07
1.0984002383326088e-06,1.777379640391e-07,1.5298297762614506e-07
1.0980455418901648e-06,1.703625234545e-07,1.4748077885608597e-07
1.0976910783921755e-06,1.640101030033e-07,1.426902260912393e-07
1.0973368476027715e-06,1.585485526219e-07,1.385326789331045e-07
1.096982849286416e-06,1.538697821048e-07,1.3494196498964875e-07
1.0966290832079027e-06,1.49884253183e-07,1.3186175097915628e-07
1.096275549132357e-06,1.465169627751e-07,1.2924358835808503e-07
1.0959222468252356e-06,1.437044577437e-07,1.270454336203112e-07
1.0955691760523233e-06,1.41392578756e-07,1.2523050967863426e-07
1.095216336579736e-06,1.395347294752e-07,1.237664169262388e-07
1.0948637281739152e-06,1.703625234545e-07,1.4742323543353903e-07
1.094511350601633e-06,1.640101030033e-07,1.4263636017984462e-07
1.0941592036299883e-06,1.585485526219e-07,1.3848190626081144e-07
1.093807287026406e-06,1.538697821048e-07,1.3489379029510453e-07
1.0934556005586372e-06,1.49884253183e-07,1.3181575060535008e-07
1.0931041439947587e-06,1.465169627751e-07,1.2919939673528143e-07
1.0927529171031728e-06,1.437044577437e-07,1.2700273264139444e-07
1.0924019196526052e-06,1.41392578756e-07,1.2518902025978534e-07
1.0920511514121049e-06,1.395347294752e-07,1.2372589224194918e-07
1.0917006121510452e-06,1.380905308072e-07,1.2258465014786785e-07
1.0913503016391212e-06,1.640101030033e-07,1.4258254021919648e-07
1.0910002196463495e-06,1.585485526219e-07,1.3843117577644228e-07
1.0906503659430704e-06,1.538697821048e-07,1.3484565470749253e-07
1.090300740299941e-06,1.49884253183e-07,1.317697868168702e-07
1.0899513424879408e-06,1.465169627751e-07,1.291552396403746e-07
1.0896021722783689e-06,1.437044577437e-07,1.2696006452249327e-07
1.0892532294428432e-06,1.41392578756e-07,1.251475623637275e-07
1.088904513753299e-06,1.395347294752e-07,1.236853980271524e-07
1.0885560249819896e-06,1.380905308072e-07,1.225448998276667e-07
1.0882077629014868e-06,1.370247617695e-07,1.2170049885619696e-07
