Copper Inductance (H),Graphene Inductance (H),Final Inductance (H)
4.257623952069549e-07,2.110743785295e-07,1.4111548936200357e-07
4.257095887077921e-07,2.054840260153e-07,1.3858904488343252e-07
4.2565679531742293e-07,2.002721031316e-07,1.3619307531847405e-07
4.2560401503096123e-07,4.201684144962e-07,2.1143437401802067e-07
4.255512478435243e-07,3.926011998791e-07,2.0420635662518707e-07
4.25498493750231e-07,3.691578427025e-07,1.976654546381282e-07
4.254457527462028e-07,3.488641569195e-07,1.9168393945889895e-07
4.25393024826564e-07,3.310549751363e-07,1.8617073118578838e-07
4.2534030998644073e-07,3.152558605237e-07,1.8105822144317533e-07
4.2528760822096186e-07,3.011165064741e-07,1.7629459448750604e-07
4.252349195252589e-07,2.883708862877e-07,1.7183908766588522e-07
4.251822438944653e-07,2.768122132053e-07,1.676589277275391e-07
4.251295813237172e-07,2.662765602562e-07,1.6372727369670499e-07
4.250769318081533e-07,3.926011998791e-07,2.0409707316550572e-07
4.2502429534291435e-07,3.691578427025e-07,1.9756305820613696e-07
4.249716719231436e-07,3.488641569195e-07,1.9158764496840762e-07
4.2491906154398733e-07,3.310549751363e-07,1.8607989498173302e-07
4.2486646420059297e-07,3.152558605237e-07,1.8097230458372548e-07
4.248138798881117e-07,3.011165064741e-07,1.7621313808703093e-07
4.2476130860169645e-07,2.883708862877e-07,1.7176169565755184e-07
4.247087503365024e-07,2.768122132053e-07,1.6758525440886412e-07
4.246562050876872e-07,2.662765602562e-07,1.6365701447943523e-07
4.2460367285041156e-07,2.56631777377e-07,1.5995467530062892e-07
4.245511536198377e-07,3.691578427025e-07,1.9746076800609668e-07
4.244986473911309e-07,3.488641569195e-07,1.9149144736484098e-07
4.2444615415945834e-07,3.310549751363e-07,1.8598914755155822e-07
4.2439367391999005e-07,3.152558605237e-07,1.8088646939133132e-07
4.2434120666789806e-07,3.011165064741e-07,1.761317570826229e-07
4.242887523983568e-07,2.883708862877e-07,1.7168437347820086e-07
4.242363111065437e-07,2.768122132053e-07,1.6751164595165328e-07
4.241838827876378e-07,2.662765602562e-07,1.635868156716981e-07
4.24131467436821e-07,2.56631777377e-07,1.5988761608243742e-07
4.2407906504927764e-07,2.47769774362e-07,1.563952605038074e-07
4.240266756201939e-07,3.488641569195e-07,1.9139534650130556e-07
4.2397429914475897e-07,3.310549751363e-07,1.8589848876448992e-07
4.239219356181642e-07,3.152558605237e-07,1.8080071574894513e-07
4.23869585035603e-07,3.011165064741e-07,1.7605045136902328e-07
4.2381724739227177e-07,2.883708862877e-07,1.7160712103277186e-07
4.23764922683369e-07,2.768122132053e-07,1.6743810226972247e-07
4.2371261090409514e-07,2.662765602562e-07,1.6351667719507612e-07
4.236603120496538e-07,2.56631777377e-07,1.5982061319723656e-07
4.2360802611525043e-07,2.47769774362e-07,1.5633115210824472e-07
4.2355575309609283e-07,2.396010129424e-07,1.5303227332753213e-07
4.235034929873916e-07,3.310549751363e-07,1.8580791849001455e-07
4.234512457843594e-07,3.152558605237e-07,1.807150435397464e-07
4.2339901148221126e-07,3.011165064741e-07,1.7596922084117276e-07
4.2334679007616477e-07,2.883708862877e-07,1.715299382263801e-07
4.232945815614393e-07,2.768122132053e-07,1.67364623277043e-07
4.232423859332576e-07,2.662765602562e-07,1.6344659897129024e-07
4.2319020318684405e-07,2.56631777377e-07,1.5975366657356004e-07
4.2313803331742515e-07,2.47769774362e-07,1.5626709637150945e-07
4.230858763202306e-07,2.396010129424e-07,1.5297089194075693e-07
4.2303373219049213e-07,2.320504900366e-07,1.498512428265834e-07
4.2298160092344323e-07,3.152558605237e-07,1.80629452647141e-07
4.229294825143207e-07,3.011165064741e-07,1.7588806539421058e-07
4.22877376958363e-07,2.883708862877e-07,1.7145282496431593e-07
4.228252842508111e-07,2.768122132053e-07,1.6729120888774164e-07
4.2277320438690876e-07,2.662765602562e-07,1.6337658092219964e-07
4.227211373619013e-07,2.56631777377e-07,1.5968677614006516e-07
4.22669083171037e-07,2.47769774362e-07,1.562030932282602e-07
4.2261704180956653e-07,2.396010129424e-07,1.5290955989144609e-07
4.2256501327274246e-07,2.320504900366e-07,1.4979238638032242e-07
4.225129975558197e-07,2.250547525074e-07,1.46839551671314e-07
4.224609946540563e-07,3.011165064741e-07,1.7580698492347415e-07
4.2240900456271164e-07,2.883708862877e-07,1.7137578115204457e-07
4.223570272770479e-07,2.768122132053e-07,1.672178590160999e-07
4.223050627923298e-07,2.662765602562e-07,1.6330662296980135e-07
4.2225311110382413e-07,2.56631777377e-07,1.5961994182553247e-07
4.222011722067999e-07,2.47769774362e-07,1.5613914261326607e-07
4.2214924609652874e-07,2.396010129424e-07,1.5284827711967484e-07
4.220973327682844e-07,2.320504900366e-07,1.4973357626115278e-07
4.220454322173433e-07,2.250547525074e-07,1.467830369032515e-07
4.219935444389837e-07,2.185596410219e-07,1.4398610401068043e-07
4.219416694284866e-07,2.883708862877e-07,1.7129880669520546e-07
4.2188980718113515e-07,2.768122132053e-07,1.671445735765538e-07
4.218379576922146e-07,2.662765602562e-07,1.6323672503623e-07
4.21786120957013e-07,2.56631777377e-07,1.595531635588655e-07
4.2173429697082043e-07,2.47769774362e-07,1.560752444614065e-07
4.216824857289293e-07,2.396010129424e-07,1.5278704356561784e-07
4.216306872266344e-07,2.320504900366e-07,1.4967481241395662e-07
4.2157890145923297e-07,2.250547525074e-07,1.4672656572734626e-07
4.215271284220242e-07,2.185596410219e-07,1.4393176404653222e-07
4.214753681103098e-07,2.125185592432e-07,1.4128106614711494e-07
4.2142362051939433e-07,2.768122132053e-07,1.670713524836935e-07
4.213718856445834e-07,2.662765602562e-07,1.6316688704375752e-07
4.213201634811861e-07,2.56631777377e-07,1.5948644126909044e-07
4.2126845402451347e-07,2.47769774362e-07,1.5601139870767111e-07
4.2121675726987846e-07,2.396010129424e-07,1.527258591695491e-07
4.2116507321259693e-07,2.320504900366e-07,1.4961609478370583e-07
4.2111340184798686e-07,2.250547525074e-07,1.4667013809275924e-07
4.210617431713681e-07,2.185596410219e-07,1.4387746518459543e-07
4.210100971780635e-07,2.125185592432e-07,1.4122874849030848e-07
4.209584638633977e-07,2.068911280773e-07,1.387156614901676e-07
4.2090684322269794e-07,2.662765602562e-07,1.6309710891479255e-07
4.208552352512935e-07,2.56631777377e-07,1.5941977488535603e-07
4.2080363994451604e-07,2.47769774362e-07,1.5594760528715937e-07
4.2075205729769974e-07,2.396010129424e-07,1.5266472387184148e-07
4.207004873061808e-07,2.320504900366e-07,1.4955742331546177e-07
4.2064892996529773e-07,2.250547525074e-07,1.4661375394873267e-07
4.2059738527039164e-07,2.185596410219e-07,1.4382320737785058e-07
4.2054585321680537e-07,2.125185592432e-07,1.4117646966450518e-07
4.204943337998846e-07,2.068911280773e-07,1.386652263341752e-07
4.204428270149774e-07,2.016421265419e-07,1.3628200657136917e-07
4.20391332857433e-07,4.22185546526e-07,2.1064326467999526e-07
4.2033985132260436e-07,3.945820772272e-07,2.035269464050373e-07
4.202883824058461e-07,3.711024653689e-07,1.970834705951898e-07
4.202369261025145e-07,3.507725249043e-07,1.9118775708197886e-07
4.201854824079693e-07,3.329270884394e-07,1.8575062305120014e-07
4.201340513175719e-07,3.170917191452e-07,1.8070587592197292e-07
4.2008263282668563e-07,3.02916110414e-07,1.7600279167562921e-07
4.20031226930677e-07,2.901342355459e-07,1.7160147229063235e-07
4.199798336249138e-07,2.785393077818e-07,1.6746984471265437e-07
4.199284529047669e-07,2.679674001511e-07,1.6358164578908319e-07
4.1987708476560913e-07,3.945820772272e-07,2.0341839102348747e-07
4.198257292028154e-07,3.711024653689e-07,1.9698167823796597e-07
4.1977438621176325e-07,3.507725249043e-07,1.9109196236784888e-07
4.1972305578783214e-07,3.329270884394e-07,1.856601981493049e-07
4.196717379264038e-07,3.170917191452e-07,1.806202948564591e-07
4.196204326228629e-07,3.02916110414e-07,1.7592160635378772e-07
4.1956913987259555e-07,2.901342355459e-07,1.71524295743703e-07
4.1951785967099033e-07,2.785393077818e-07,1.673963389864666e-07
4.1946659201343845e-07,2.679674001511e-07,1.6351151295000168e-07
4.1941533689533294e-07,2.582863625903e-07,1.5984800077010482e-07
4.1936409431206916e-07,3.711024653689e-07,1.968799911652373e-07
4.19312864259045e-07,3.507725249043e-07,1.9099626377900405e-07
4.192616467316605e-07,3.329270884394e-07,1.8556986141109432e-07
4.192104417253177e-07,3.170917191452e-07,1.8053479497213608e-07
4.1915924923542146e-07,3.02916110414e-07,1.7584049604475102e-07
4.1910806925737804e-07,2.901342355459e-07,1.7144718872746165e-07
4.1905690178659654e-07,2.785393077818e-07,1.6732289789395714e-07
4.1900574681848843e-07,2.679674001511e-07,1.6344144035122072e-07
4.1895460434846697e-07,2.582863625903e-07,1.5978103235064292e-07
4.1890347437194797e-07,2.493881048937e-07,1.563232978661845e-07
4.188523568843493e-07,3.507725249043e-07,1.90900661170135e-07
4.1880125188109114e-07,3.329270884394e-07,1.8547961270703575e-07
4.187501593575962e-07,3.170917191452e-07,1.8044937615292586e-07
4.1869907930928916e-07,3.02916110414e-07,1.757594606440135e-07
4.1864801173159643e-07,2.901342355459e-07,1.7137015114742725e-07
4.185969566199479e-07,2.785393077818e-07,1.6724952134938188e-07
4.185459139697744e-07,2.679674001511e-07,1.6337142791465077e-07
4.1849488377651006e-07,2.582863625903e-07,1.5971412014377893e-07
4.1844386603559045e-07,2.493881048937e-07,1.5625924977775317e-07
4.183928607424536e-07,2.411830887923e-07,1.5299114916741607e-07
4.1834186789254e-07,3.329270884394e-07,1.8538945190785347e-07
4.1829088748129234e-07,3.170917191452e-07,1.8036403828297472e-07
4.182399195041552e-07,3.02916110414e-07,1.756785000472665e-07
4.1818896395657555e-07,2.901342355459e-07,1.712931829092927e-07
4.18138020834003e-07,2.785393077818e-07,1.671762092671508e-07
4.180870901318885e-07,2.679674001511e-07,1.6330147556233958e-07
4.1803617184568636e-07,2.582863625903e-07,1.5964726407828353e-07
4.179852659708519e-07,2.493881048937e-07,1.561952542681183e-07
4.179343725028436e-07,2.411830887923e-07,1.5292980203352745e-07
4.178834914371217e-07,2.335963112049e-07,1.498374035806826e-07
4.178326227691488e-07,3.170917191452e-07,1.802787812466529e-07
4.177817664943897e-07,3.02916110414e-07,1.755976141503981e-07
4.177309226083114e-07,2.901342355459e-07,1.7121628391892461e-07
4.176800911063831e-07,2.785393077818e-07,1.6710296156182806e-07
4.1762927198407617e-07,2.679674001511e-07,1.6323158321647236e-07
4.175784652368643e-07,2.582863625903e-07,1.5958046408305025e-07
4.175276708602234e-07,2.493881048937e-07,1.561313112721027e-07
4.174768888496313e-07,2.411830887923e-07,1.528685041903232e-07
4.174261192005685e-07,2.335963112049e-07,1.497785592196865e-07
4.173753619085173e-07,2.265643189941e-07,1.4684972434556316e-07
4.173246169689626e-07,3.02916110414e-07,1.7551680284949254e-07
4.1727388437739086e-07,2.901342355459e-07,1.711394540823627e-07
4.172231641292915e-07,2.785393077818e-07,1.670297781481315e-07
4.171724562201558e-07,2.679674001511e-07,1.631617507993711e-07
4.1712176064547685e-07,2.582863625903e-07,1.5951372008709516e-07
4.1707107740075077e-07,2.493881048937e-07,1.5606742072463897e-07
4.1702040648147523e-07,2.411830887923e-07,1.528072555779848e-07
4.169697478831501e-07,2.335963112049e-07,1.4971976116626486e-07
4.1691910160127785e-07,2.265643189941e-07,1.4679320291193838e-07
4.16868467631363e-07,2.200329528269e-07,1.4401726378213446e-07
4.168178459689119e-07,2.901342355459e-07,1.7106269330581947e-07
4.1676723660943356e-07,2.785393077818e-07,1.6695665894093214e-07
4.167166395484388e-07,2.679674001511e-07,1.6309197823349441e-07
4.16666054781441e-07,2.582863625903e-07,1.5944703201955656e-07
4.1661548230395566e-07,2.493881048937e-07,1.5600358256076976e-07
4.1656492211149996e-07,2.411830887923e-07,1.527460561367925e-07
4.165143741995938e-07,2.335963112049e-07,1.496610093653599e-07
4.164638385637594e-07,2.265643189941e-07,1.46736725073158e-07
4.1641331519952027e-07,2.200329528269e-07,1.4396290141493223e-07
4.1636280410240333e-07,2.139556163666e-07,1.4133040934702687e-07
4.1631230526793653e-07,2.785393077818e-07,1.66883603855254e-07
4.1626181869165076e-07,2.679674001511e-07,1.6302226544143733e-07
4.162113443690786e-07,2.582863625903e-07,1.5938039980969468e-07
4.161608822957554e-07,2.493881048937e-07,1.5593979671564724e-07
4.1611043246721804e-07,2.411830887923e-07,1.5268490580712557e-07
4.160599948790057e-07,2.335963112049e-07,1.496023037620031e-07
4.160095695266604e-07,2.265643189941e-07,1.466802907784065e-07
4.159591564057252e-07,2.200329528269e-07,1.4390858017054625e-07
4.1590875551174634e-07,2.139556163666e-07,1.4127805621456588e-07
4.1585836684027163e-07,2.082919305191e-07,1.3878058284702932e-07
4.1580799038685115e-07,2.679674001511e-07,1.6295261234593065e-07
4.157576261470374e-07,2.582863625903e-07,1.5931382338689158e-07
4.1570727411638483e-07,2.493881048937e-07,1.5587606312453285e-07
4.156569342904498e-07,2.411830887923e-07,1.5262380452946177e-07
4.1560660666479156e-07,2.335963112049e-07,1.4954364430131523e-07
4.155562912349707e-07,2.265643189941e-07,1.4662389997694947e-07
4.1550598799655046e-07,2.200329528269e-07,1.43854300001952e-07
4.15455696945096e-07,2.139556163666e-07,1.4122574194799052e-07
4.154054180761748e-07,2.082919305191e-07,1.3873010150525404e-07
4.1535515138535665e-07,2.03006674302e-07,1.3636007986621264e-07
4.1530489686821284e-07,4.241827665105e-07,2.0984844421643887e-07
4.152546545203176e-07,3.965438393363e-07,2.028418089610789e-07
4.1520442433724666e-07,3.730287696026e-07,1.964941298271419e-07
4.1515420631457837e-07,3.526633712625e-07,1.906828995172478e-07
4.151040004478929e-07,3.347824769222e-07,1.8532077806981668e-07
4.15053806732773e-07,3.189116497525e-07,1.803429481205562e-07
4.1500362516480293e-07,3.047005831458e-07,1.7569974600004505e-07
4.1495345573956933e-07,2.918832504023e-07,1.7135211340117193e-07
4.1490329845266165e-07,2.802528647628e-07,1.6726865723673868e-07
4.148531532996702e-07,2.696454992566e-07,1.6342367544758386e-07
4.148030202761885e-07,3.965438393363e-07,2.027339851998375e-07
4.14752899377812e-07,3.730287696026e-07,1.963929472289652e-07
4.147027906001377e-07,3.526633712625e-07,1.9058761185144713e-07
4.1465269393876545e-07,3.347824769222e-07,1.852307729030191e-07
4.1460260938929693e-07,3.189116497525e-07,1.802577121087322e-07
4.1455253694733563e-07,3.047005831458e-07,1.756188415784246e-07
4.1450247660848803e-07,2.918832504023e-07,1.7127516248702614e-07
4.1445242836836174e-07,2.802528647628e-07,1.6719532945346786e-07
4.144023922225672e-07,2.696454992566e-07,1.633536793781443e-07
4.1435236816671675e-07,2.599290038203e-07,1.597288650741944e-07
4.143023561964246e-07,3.730287696026e-07,1.9629186896246273e-07
4.142523563073077e-07,3.526633712625e-07,1.9049241954093535e-07
4.1420236849498446e-07,3.347824769222e-07,1.8514085527932786e-07
4.141523927550757e-07,3.189116497525e-07,1.8017255678053746e-07
4.141024290832047e-07,3.047005831458e-07,1.7553801177386514e-07
4.1405247747499603e-07,2.918832504023e-07,1.7119828079240332e-07
4.1400253792607713e-07,2.802528647628e-07,1.671220660631263e-07
4.139526104320773e-07,2.696454992566e-07,1.632837433669386e-07
4.139026949886279e-07,2.599290038203e-07,1.5966199776160796e-07
4.1385279159136243e-07,2.509952882482e-07,1.562388519537619e-07
4.1380290023591667e-07,3.526633712625e-07,1.9039732244199578e-07
4.13753020917928e-07,3.347824769222e-07,1.8505102507046532e-07
4.137031536330366e-07,3.189116497525e-07,1.8008748202088039e-07
4.1365329837688445e-07,3.047005831458e-07,1.7545725648263258e-07
4.1360345514511526e-07,2.918832504023e-07,1.7112146822342124e-07
4.1355362393337547e-07,2.802528647628e-07,1.6704886698042927e-07
4.135038047373134e-07,2.696454992566e-07,1.6321386733622426e-07
4.1345399755257923e-07,2.599290038203e-07,1.5959518652870323e-07
4.1340420237482556e-07,2.509952882482e-07,1.561748743076031e-07
4.13354419199707e-07,2.427548142714e-07,1.5293760572492556e-07
4.1330464802287995e-07,3.347824769222e-07,1.8496128214840737e-07
4.1325488884000355e-07,3.189116497525e-07,1.8000248771489122e-07
4.132051416467385e-07,3.047005831458e-07,1.7537657560118774e-07
4.131554064387478e-07,2.918832504023e-07,1.710447246863699e-07
4.131056832116965e-07,2.802528647628e-07,1.6697573212024515e-07
4.130559719612517e-07,2.696454992566e-07,1.6314405120839514e-07
4.1300627268308267e-07,2.599290038203e-07,1.5952843130450636e-07
4.1295658537286085e-07,2.509952882482e-07,1.561109491481158e-07
4.1290691002625937e-07,2.427548142714e-07,1.528763027339647e-07
4.1285724663895414e-07,2.351325788086e-07,1.498112860259601e-07
4.128075952066226e-07,3.189116497525e-07,1.7991757374792127e-07
4.1275795572494404e-07,3.047005831458e-07,1.7529596902618619e-07
4.127083281896008e-07,2.918832504023e-07,1.7096805008771158e-07
4.1265871259627676e-07,2.802528647628e-07,1.669026613975951e-07
4.1260910894065707e-07,2.696454992566e-07,1.6307429490598147e-07
4.125595172184305e-07,2.599290038203e-07,1.5946173201816558e-07
4.125099374252869e-07,2.509952882482e-07,1.5604707641030435e-07
4.1246036955691833e-07,2.427548142714e-07,1.5281504897532757e-07
4.1241081360901924e-07,2.351325788086e-07,1.4975246333747168e-07
4.123612695772858e-07,2.280651287223e-07,1.4684782869028646e-07
4.1231173745741634e-07,3.047005831458e-07,1.7521543665447747e-07
4.1226221724511154e-07,2.918832504023e-07,1.7089144433407992e-07
4.122127089360737e-07,2.802528647628e-07,1.668296547276525e-07
4.1216321252600763e-07,2.696454992566e-07,1.6300459835164943e-07
4.1211372801061997e-07,2.599290038203e-07,1.5939508859895095e-07
4.120642553856191e-07,2.509952882482e-07,1.5598325602928273e-07
4.120147946467163e-07,2.427548142714e-07,1.5275384438931814e-07
4.1196534578962434e-07,2.351325788086e-07,1.49693686926031e-07
4.11915908810058e-07,2.280651287223e-07,1.4679130982967474e-07
4.1186648370373434e-07,2.214983046796e-07,1.4403662718223462e-07
4.1181707046637243e-07,2.918832504023e-07,1.7081490733227974e-07
4.117676690936935e-07,2.802528647628e-07,1.6675671202574305e-07
4.117182795814205e-07,2.696454992566e-07,1.629349614682008e-07
4.116689019252789e-07,2.599290038203e-07,1.5932850097625388e-07
4.116195361209956e-07,2.509952882482e-07,1.5591948794027415e-07
4.1157018216430067e-07,2.427548142714e-07,1.5269268891633902e-07
4.1152084005092484e-07,2.351325788086e-07,1.496349567366555e-07
4.114715097766017e-07,2.280651287223e-07,1.4673483455619244e-07
4.1142219133706694e-07,2.214983046796e-07,1.4398225126576814e-07
4.1137288472805805e-07,2.153855103438e-07,1.4136828388009952e-07
4.113235899453146e-07,2.802528647628e-07,1.6668383320734402e-07
4.112743069845783e-07,2.696454992566e-07,1.6286538417857272e-07
4.1122503584159277e-07,2.599290038203e-07,1.5926196907958717e-07
4.111757765121036e-07,2.509952882482e-07,1.558557720786108e-07
4.11126528991859e-07,2.427548142714e-07,1.526315824968911e-07
4.1107729327660843e-07,2.351325788086e-07,1.4957627271445172e-07
4.1102806936210397e-07,2.280651287223e-07,1.4667840281906187e-07
4.1097885724409946e-07,2.214983046796e-07,1.4392791648294987e-07
4.1092965691835086e-07,2.153855103438e-07,1.4131590371292342e-07
4.1088046838061604e-07,2.096863666209e-07,1.388344134278695e-07
4.108312916266553e-07,2.696454992566e-07,1.6279586640583727e-07
4.1078212665223036e-07,2.599290038203e-07,1.5919549283858438e-07
4.1073297345310557e-07,2.509952882482e-07,1.557921083797336e-07
4.106838320250469e-07,2.427548142714e-07,1.525705250715735e-07
4.1063470236382286e-07,2.351325788086e-07,1.495176348046152e-07
4.105855844652031e-07,2.280651287223e-07,1.4662201456758608e-07
4.105364783249601e-07,2.214983046796e-07,1.4387362278676352e-07
4.104873839388684e-07,2.153855103438e-07,1.4126356243738173e-07
4.1043830130270373e-07,2.096863666209e-07,1.3878389390699215e-07
4.103892304122448e-07,2.043656525283e-07,1.3642748547618548e-07
4.103401712632718e-07,4.261604583045e-07,2.090503572443937e-07
4.1029112385156706e-07,3.984868440782e-07,2.0215142051335717e-07
4.102420881729149e-07,3.749370872924e-07,1.9589792805336493e-07
4.1019306422310196e-07,3.545370019003e-07,1.901698725239978e-07
4.101440519979162e-07,3.366214205078e-07,1.848817044702167e-07
4.100950514931485e-07,3.207159062861e-07,1.79969942572753e-07
4.100460627045912e-07,3.064701526273e-07,1.7538595321683045e-07
4.0999708562803846e-07,2.936181328317e-07,1.710914937457847e-07
4.0994812025928705e-07,2.819530601401e-07,1.670558314975959e-07
4.098991665941354e-07,2.713110075818e-07,1.6325380934030627e-07
4.0985022462838404e-07,3.984868440782e-07,2.0204433135577154e-07
4.0980129435783554e-07,3.749370872924e-07,1.957973603279994e-07
4.097523757782943e-07,3.545370019003e-07,1.9007509861147486e-07
4.097034688855668e-07,3.366214205078e-07,1.8479212691852442e-07
4.0965457367546196e-07,3.207159062861e-07,1.7988506034291822e-07
4.0960569014378973e-07,3.064701526273e-07,1.7530533901212327e-07
4.0955681828636317e-07,2.936181328317e-07,1.7101477816086663e-07
4.095079580989965e-07,2.819530601401e-07,1.669826915648496e-07
4.0945910957750644e-07,2.713110075818e-07,1.6318396002247507e-07
4.0941027271771165e-07,2.615598250935e-07,1.5959769246476461e-07
4.0936144751543253e-07,3.749370872924e-07,1.9569689597704467e-07
4.093126339664916e-07,3.545370019003e-07,1.8998041927678792e-07
4.092638320667137e-07,3.366214205078e-07,1.847026362798345e-07
4.09215041811925e-07,3.207159062861e-07,1.7980025828825512e-07
4.091662631979542e-07,3.064701526273e-07,1.752247990169897e-07
4.091174962206321e-07,2.936181328317e-07,1.7093813147210804e-07
4.090687408757909e-07,2.819530601401e-07,1.6690961577192628e-07
4.0901999715926526e-07,2.713110075818e-07,1.6311417056851784e-07
4.0897126506689186e-07,2.615598250935e-07,1.5953093619205067e-07
4.089225445945088e-07,2.525914224693e-07,1.5614232255345487e-07
4.0887383573795683e-07,3.545370019003e-07,1.898858343778201e-07
4.088251384930786e-07,3.366214205078e-07,1.8461323242713628e-07
4.087764528557182e-07,3.207159062861e-07,1.7971553629467414e-07
4.087277788217225e-07,3.064701526273e-07,1.7514433312848448e-07
4.0867911638693963e-07,2.936181328317e-07,1.7086155358624382e-07
4.086304655472201e-07,2.819530601401e-07,1.6683660403401927e-07
4.085818262984165e-07,2.713110075818e-07,1.6304444090105737e-07
4.085331986363828e-07,2.615598250935e-07,1.594642358540572e-07
4.0848458255697574e-07,2.525914224693e-07,1.5607842514378306e-07
4.084359780560537e-07,2.443162614404e-07,1.528720166067702e-07
4.0838738512947667e-07,3.366214205078e-07,1.8452391523366982e-07
4.083388037731069e-07,3.207159062861e-07,1.796308942483048e-07
4.082902339828092e-07,3.064701526273e-07,1.7506394124385545e-07
4.082416757544494e-07,2.936181328317e-07,1.7078504441017965e-07
4.0819312908389573e-07,2.819530601401e-07,1.6676365626647386e-07
4.0814459396701843e-07,2.713110075818e-07,1.6297477094285204e-07
4.0809607039968954e-07,2.615598250935e-07,1.593975913800837e-07
4.0804755837778346e-07,2.525914224693e-07,1.5601458011698263e-07
4.0799905789717605e-07,2.443162614404e-07,1.5281076734158087e-07
4.079505689537454e-07,2.366593389255e-07,1.497732361584501e-07
4.079020915433715e-07,3.207159062861e-07,1.7954633203549534e-07
4.078536256619365e-07,3.064701526273e-07,1.7498362326054295e-07
4.078051713053241e-07,2.936181328317e-07,1.707086038509916e-07
4.077567284694205e-07,2.819530601401e-07,1.6669077238478673e-07
4.0770829715011325e-07,2.713110075818e-07,1.629051606167955e-07
4.0765987734329236e-07,2.615598250935e-07,1.593310026995509e-07
4.0761146904484956e-07,2.525914224693e-07,1.5595078740825684e-07
4.075630722506785e-07,2.443162614404e-07,1.5274956723913726e-07
4.0751468695667525e-07,2.366593389255e-07,1.4971444445547842e-07
4.0746631315873683e-07,2.295572017871e-07,1.4683418190485298e-07
4.074179508527634e-07,3.064701526273e-07,1.7490337907617927e-07
4.073696000346562e-07,2.936181328317e-07,1.7063223181592556e-07
4.073212607003189e-07,2.819530601401e-07,1.6661795230460562e-07
4.07272932845657e-07,2.713110075818e-07,1.628356098459164e-07
4.072246164665777e-07,2.615598250935e-07,1.592644697420005e-07
4.071763115589904e-07,2.525914224693e-07,1.558870469529178e-07
4.071280181188065e-07,2.443162614404e-07,1.526884162398821e-07
4.0707973614193933e-07,2.366593389255e-07,1.4965569898832947e-07
4.070314656243037e-07,2.295572017871e-07,1.4677767461360173e-07
4.06983206561817e-07,2.229556906924e-07,1.4404448163895341e-07
4.0693495895039843e-07,2.936181328317e-07,1.705559282123972e-07
4.068867227859685e-07,2.819530601401e-07,1.6654519594172933e-07
4.0683849806445086e-07,2.713110075818e-07,1.62766118553378e-07
4.067902847817699e-07,2.615598250935e-07,1.5919799243709496e-07
4.0674208293385243e-07,2.525914224693e-07,1.5582335868638622e-07
4.066938925166276e-07,2.443162614404e-07,1.5262731428435614e-07
4.0664571352602564e-07,2.366593389255e-07,1.4959699970211115e-07
4.065975459579794e-07,2.295572017871e-07,1.4672121089162696e-07
4.0654938980842365e-07,2.229556906924e-07,1.4399010081570308e-07
4.0650124507329446e-07,2.168082093045e-07,1.4139494661181962e-07
4.064531117485304e-07,2.819530601401e-07,1.6647250321210683e-07
4.0640498983007204e-07,2.713110075818e-07,1.6269668666247788e-07
4.0635687931386134e-07,2.615598250935e-07,1.5913157071461716e-07
4.063087801958428e-07,2.525914224693e-07,1.5575972254419134e-07
4.062606924719624e-07,2.443162614404e-07,1.525662613131981e-07
4.0621261613816796e-07,2.366593389255e-07,1.4953834654202007e-07
4.0616455119040985e-07,2.295572017871e-07,1.4666479068820276e-07
4.0611649762463993e-07,2.229556906924e-07,1.4393576112738058e-07
4.0606845543681155e-07,2.168082093045e-07,1.413425476693094e-07
4.0602042462288106e-07,2.110743785295e-07,1.3887737890477103e-07
4.0597240517880587e-07,2.713110075818e-07,1.6262731409664775e-07
4.0592439710054534e-07,2.615598250935e-07,1.5906520450447025e-07
4.058764003840613e-07,2.525914224693e-07,1.556961384619705e-07
4.058284150253169e-07,2.443162614404e-07,1.5250525726714435e-07
4.0578044102027763e-07,2.366593389255e-07,1.494797394533413e-07
4.0573247836491086e-07,2.295572017871e-07,1.4660841395268369e-07
4.0568452705518534e-07,2.229556906924e-07,1.4388146252699073e-07
4.056365870870722e-07,2.168082093045e-07,1.4129018763522874e-07
4.0558865845654475e-07,2.110743785295e-07,1.3882682905845413e-07
4.055407411595773e-07,2.057189773849e-07,1.3648441738958168e-07
4.0549283519214733e-07,4.281189949615e-07,2.0824942591632163e-07
4.0544494055023306e-07,4.004114396412e-07,2.0145623504574624e-07
4.0539705722981516e-07,3.768277417615e-07,1.9529533938282225e-07
4.053491852268762e-07,3.563937152754e-07,1.8964916116921657e-07
4.053013245374005e-07,3.38444192789e-07,1.844338909261267e-07
4.0525347515737434e-07,3.225047374733e-07,1.7958734555991568e-07
4.052056370827861e-07,3.082250427205e-07,1.75061892256815e-07
4.0515781030962565e-07,2.95339081831e-07,1.708200807684406e-07
4.0510999483388497e-07,2.836400680454e-07,1.6683181997864135e-07
4.050621906515583e-07,2.729640743931e-07,1.6307248206020673e-07
4.05014397758641e-07,4.004114396412e-07,2.0134988294576288e-07
4.049666161511309e-07,3.768277417615e-07,1.9519539110063634e-07
4.04918845825028e-07,3.563937152754e-07,1.895549071724458e-07
4.04871086776333e-07,3.38444192789e-07,1.84344748338484e-07
4.048233390010497e-07,3.225047374733e-07,1.7950282532810013e-07
4.047756024951835e-07,3.082250427205e-07,1.7498157709738594e-07
4.047278772547413e-07,2.95339081831e-07,1.7074360974831435e-07
